StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Consent Form,consent-time_Page Submit,covid-vaccine,covid-vaccine-doses,covid-infection,covid-time_Page Submit,intro-vis-time_Page Submit,affect-science_1,affect-clarity_1,affect-aesthetic_1,initial-time_Page Submit,tour-time_Page Submit,simple-vlat-1,simple-vlat-2,simple-vlat-time_Page Submit,moderate-vlat-1,moderate-vlat-2,moderate-vlat-time_Page Submit,complex-vlat-1,complex-vlat-time_Page Submit,explore-time_Page Submit,data-trust_1,data-trust_2,data-trust_3,data-trust_4,data-trust_5,data-trust_6,data-trust-exp,data-trust-time_Page Submit,vis-trust_1,vis-trust_2,vis-trust_3,vis-trust_4,vis-trust_5,vis-trust_6,vis-trust-exp,vis-trust-time_Page Submit,interpersonal-trust_1,interper-trust-exp,interper-trust-time_Page Submit,attention-check_1,attention-check_2,attention-check_3,attention-check_4,attention-check_5,attention-check_6,attention-check_7,attention-check-time_Page Submit,trust-in-science_1,trust-in-science_2,trust-in-science_3,trust-in-science_4,trust-in-science_5,trust-in-science_6,trust-in-science_7,trust-in-science_8,trust-science-exp,trust-science-time_Page Submit,cognition_1,cognition_2,cognition_3,cognition_4,cognition_5,cognition_6,need-cognition-time_Page Submit,political_views,covid_information,politics_time_Page Submit,Gender,Age,State_1,Education,Parents_education,Language,Language_4_TEXT,Ethnicity,Ethnicity_8_TEXT,Ethnicity_9_TEXT,Income,Religion,Interview,demographics_time_Page Submit,PROLIFIC_PID,provenance-data,provenance-vis,provenance-tour,provenance-explore,isCovidData,complexity,chartType,need_for_cognition,brushed,explore_interactions,hover_interactions,total_hover_time,avg_hover_time,explore_time,explore_active_time,vlat_simple,vlat_moderate,vlat_complex,assigned_vlat,ordinal_complexity
2023-07-24 14:54:33,2023-07-24 15:14:28,0,100,1195,1,2023-07-24 15:14:29,R_vkT4GSP8vPXQakh,40.7123,-74.0068,EN,1,3.648,1,3.0,1,6.5360000000000005,15.007,93,100,28,37.806,48.501999999999995,1,1,181.832,1,-3,311.81,-3,69.71,15.116,7,6,1,7,7,7,,190.891,7,7,7,7,7,7,"it seems accurate, its not verified but nothing about it is unbelievable",49.766999999999996,3,,21.508000000000003,2,7,3,4,1,5,6,19.451,2,2,4,2,4,6,11,8,,15.865,3,2,2,4,4,3,49.145,1,1,9.479,2,1999,New York,5,1,1,,7,,,1,4,1,76.149,60fdc74a770dd16724c85634,"{""startTime"":1690225196846,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[{""time"":30,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":166942,""week"":""51"",""id"":""chart""}]}","{""startTime"":1690225388876,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690224949392,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[{""time"":20,""label"":""tour_started""},{""time"":9634,""label"":""tour_next"",""step"":2},{""time"":23738,""label"":""tour_end"",""step"":2},{""time"":24964,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":10586,""week"":""52"",""id"":""chart2""}]}","{""startTime"":1690225180988,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[]}",1,simple,bar,3.0,0,0,0,0.0,0.0,0,15.0,1.0,0.5,0,1.0,1
2023-07-24 15:08:08,2023-07-24 15:15:02,0,100,414,1,2023-07-24 15:15:03,R_2RQgrSASl9d0Mv5,40.4102,-104.7584,EN,1,3.571,2,,1,1.993,15.019,100,88,73,16.801,11.78,-2,1,49.773,1,-3,56.483000000000004,1,21.754,15.115,6,6,5,7,6,6,,16.133,6,6,6,2,6,5,I think that there could be more information put into the visualization ,35.753,2,,11.905999999999999,2,7,3,4,1,5,6,18.719,7,6,6,6,5,7,8,10,,15.865,4,4,4,2,4,3,16.511,3,2,20.570999999999998,2,1993,Colorado,4,2,1,,9,,Greeley,9,2,1,48.308,5deb3c192235ad24f4a21826,"{""startTime"":1690225820563,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[]}","{""startTime"":1690225837391,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[]}","{""startTime"":1690225735551,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[{""time"":60,""label"":""tour_started""},{""time"":6199,""label"":""tour_next"",""step"":2},{""time"":8567,""label"":""tour_end"",""step"":2}]}","{""startTime"":1690225804898,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[]}",1,moderate,bar,3.5,0,0,0,0.0,0.0,0,15.0,0.5,0.5,1,0.5,2
2023-07-24 15:02:00,2023-07-24 15:15:15,0,100,794,1,2023-07-24 15:15:16,R_1mkN2y43Aju12Uz,41.6614,-70.2363,EN,1,2.633,2,,1,3.008,15.005,50,100,77,33.87,15.940999999999999,-2,1,98.05,1,1,130.436,1,37.446,15.106,4,4,3,6,6,3,The previous screen had some blank questions,71.271,4,5,3,2,3,3,I don't know the process behind how the data was gathered,69.602,3,,9.445,2,7,3,4,1,5,6,26.368000000000002,1,1,4,4,1,3,1,4,,40.885999999999996,4,4,4,2,4,4,94.23899999999999,6,3,16.5,1,1995,Massachusetts,6,2,1,,7,,,3,1,2,44.928000000000004,63387c9062aa152eb6651c78,"{""startTime"":1690225671311,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[]}","{""startTime"":1690225585335,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[]}","{""startTime"":1690225390543,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[{""time"":9,""label"":""tour_started""},{""time"":6605,""label"":""tour_next"",""step"":2},{""time"":8916,""label"":""tour_end"",""step"":2}]}","{""startTime"":1690225537746,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[]}",1,moderate,bar,3.7,0,0,0,0.0,0.0,0,15.0,0.5,1.0,1,1.0,2
2023-07-24 15:06:55,2023-07-24 15:15:48,0,100,532,1,2023-07-24 15:15:49,R_2akpqvz1rHenKwP,42.635,-79.0455,EN,1,11.927,1,2.0,1,5.189,15.113,88,60,81,11.936,14.571,1,-2,56.477,1,1,62.486999999999995,-1,73.033,15.011,6,5,6,6,7,7,,17.308,6,5,6,3,5,7,It was made by the CDC,113.301,5,None,7.837000000000001,2,7,3,4,1,5,6,6.905,5,9,10,7,9,6,8,10,None,17.927,4,3,4,2,3,3,31.66,3,4,10.13,1,2002,New York,3,2,1,,7,,,9,4,2,30.65,63e8326b8d067b28655586fb,"{""startTime"":1690225764224,""visType"":""line chart"",""complexity"":""moderate"",""provenance"":[{""label"":""window_focused"",""time"":4492}]}","{""startTime"":1690225782235,""visType"":""line chart"",""complexity"":""moderate"",""provenance"":[]}","{""startTime"":1690225670606,""visType"":""line chart"",""complexity"":""moderate"",""provenance"":[{""time"":4,""label"":""tour_started""},{""time"":10593,""label"":""tour_next"",""step"":2},{""time"":12460,""label"":""tour_end"",""step"":2}]}","{""startTime"":1690225748653,""visType"":""line chart"",""complexity"":""moderate"",""provenance"":[{""label"":""window_blurred"",""time"":12761}]}",1,moderate,line,3.2,0,0,0,0.0,0.0,0,12.761,0.5,1.0,0,1.0,2
2023-07-24 15:05:47,2023-07-24 15:16:02,0,100,615,1,2023-07-24 15:16:02,R_3OokqskL7E6Td8H,32.5845,-97.3741,EN,1,11.867,1,3.0,2,4.302,15.015,72,100,82,24.244,70.58,1,1,46.825,-1,1,87.875,1,34.552,15.009,5,6,6,7,7,5,,34.683,4,7,5,3,3,6,"The visualization was from a reputable source, and the data seemed to align with what I believe the data would look like.",57.02,3,,7.097,2,7,3,4,1,5,6,21.154,5,4,4,6,2,6,9,8,,22.689,2,5,5,1,5,4,35.076,3,1,14.630999999999998,2,1999,Texas,4,3,1,,3,,,17,3,2,50.841,5ed5afc6e8229914710ada06,"{""startTime"":1690225753266,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225788579,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225618664,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[{""time"":14,""label"":""tour_started""},{""time"":8979,""label"":""hovered"",""timeHovered"":8915,""week"":""2021-12-27""},{""time"":18829,""label"":""hovered"",""timeHovered"":1232,""week"":""2022-01-10""},{""time"":20063,""label"":""hovered"",""timeHovered"":1566,""week"":""2022-01-10""},{""time"":23896,""label"":""hovered"",""timeHovered"":1449,""week"":""2022-01-10""},{""time"":28732,""label"":""hovered"",""timeHovered"":1702,""week"":""2021-08-16""},{""time"":37784,""label"":""tour_next"",""step"":2},{""time"":45002,""label"":""tour_end"",""step"":2},{""time"":48899,""label"":""hovered"",""timeHovered"":1657,""week"":""2021-08-16""},{""time"":53124,""label"":""hovered"",""timeHovered"":2010,""week"":""2022-01-31""},{""time"":61331,""label"":""hovered"",""timeHovered"":1805,""week"":""2022-01-03""}]}","{""startTime"":1690225737307,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[{""time"":9685,""label"":""hovered"",""timeHovered"":2547,""week"":""2021-08-16""}]}",1,simple,line,3.7,0,1,1,2.5469999999999997,2.5469999999999997,0,15.0,1.0,0.5,1,1.0,1
2023-07-24 15:07:16,2023-07-24 15:16:11,0,100,534,1,2023-07-24 15:16:11,R_PYAzVRWcr6WYAdb,35.7704,-78.6293,EN,1,7.0089999999999995,1,2.0,1,4.031000000000001,15.107999999999999,100,100,85,11.427999999999999,19.276,1,-3,49.97,-3,-3,68.36399999999999,-3,39.032,15.005999999999998,7,6,7,7,7,7,,16.984,6,7,6,6,4,7,Assuming the source is actually the CDC I generally believe they have accurate and trustworthy data.,42.865,5,"Unsure if it was an attention check or an actual problem, but on the page with the written response there were 3 sample questions with random filler text.",36.119,2,7,3,4,1,5,6,20.395,4,4,4,7,6,4,10,9,,24.923000000000002,3,3,3,3,4,3,42.485,1,1,11.694,1,1992,North Carolina,5,1,1,,7,,,16,4,2,67.138,5fff70ac22e2ad0995d0d45b,"{""startTime"":1690225768158,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225785653,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225682243,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[{""time"":14,""label"":""tour_started""},{""time"":6350,""label"":""tour_next"",""step"":2},{""time"":18103,""label"":""tour_end"",""step"":2}]}","{""startTime"":1690225752671,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[{""time"":6338,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":2458,""week"":""52"",""id"":""chart""}]}",1,simple,bar,3.2,0,1,1,2.458,2.458,0,15.0,0.5,0.0,0,0.5,1
2023-07-24 15:01:56,2023-07-24 15:16:31,0,100,875,1,2023-07-24 15:16:32,R_31TWXTuCS5FyqUW,42.364,-71.0265,EN,1,44.474,1,1.0,2,10.429,15.020999999999999,78,13,26,27.901,56.339,-2,-3,75.59100000000001,1,-3,75.866,-1,42.4,15.022,5,3,3,5,6,3,I do not trust this data. I have lost all confidence in all government sources. I find them to be biased to fit a liberal agenda.,128.997,2,1,2,2,2,3,I find it very confusing to read and follow,110.87899999999999,2,,14.227,2,7,3,4,1,5,6,24.146,1,1,1,1,1,1,1,2,,17.048,2,3,4,3,3,2,49.365,4,2,25.884,2,1967,Massachusetts,6,2,1,,7,,,3,2,1,59.371,5f7cfe8edd75001c4eb45861,"{""startTime"":1690225744610,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225597088,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[{""time"":4348,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1537,""week"":""52"",""id"":""chart2""}]}","{""startTime"":1690225445109,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[{""time"":35,""label"":""tour_started""},{""time"":9071,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":2265,""week"":""14"",""id"":""chart""},{""time"":12425,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1445,""week"":""52"",""id"":""chart""},{""time"":14118,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1366,""week"":""47"",""id"":""chart""},{""time"":16251,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1990,""week"":""52"",""id"":""chart""},{""time"":19217,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":6799,""week"":""6"",""id"":""chart""},{""time"":29633,""label"":""tour_next"",""step"":2},{""time"":34639,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1325,""week"":""17"",""id"":""chart2""},{""time"":38651,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1880,""week"":""32"",""id"":""chart2""},{""time"":53862,""label"":""tour_end"",""step"":2}]}","{""startTime"":1690225580174,""visType"":""bar chart"",""complexity"":""simple"",""provenance"":[{""time"":9865,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":2736,""week"":""14"",""id"":""chart""},{""time"":13533,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1651,""week"":""52"",""id"":""chart""}]}",1,simple,bar,2.8,0,2,2,4.387,2.1935,3668,15.0,0.0,0.5,0,0.0,1
2023-07-24 14:59:04,2023-07-24 15:16:41,0,100,1056,1,2023-07-24 15:16:41,R_XAq5ubJK7pRD2Eh,28.1412,-82.5931,EN,1,51.589,1,3.0,2,26.791999999999998,15.011,95,87,50,52.532,44.843,1,-2,53.856,1,1,64.44800000000001,1,47.847,15.009,6,6,6,6,6,6,,28.698,6,6,6,4,6,6,I agree with the statement because the data/visualization was provided by the CDC.,145.201,4,"I did not understand the section of the study labeled ""Click to write the question text"" or ""Click to write the statement"". The page may have not loaded correctly.",107.303,2,7,3,4,1,5,6,31.618000000000002,2,5,6,6,2,5,9,8,,84.40100000000001,3,4,4,2,4,4,85.27600000000001,4,2,23.149,1,1981,Florida,6,2,1,,7,,,7,3,2,108.764,60ec601b8525af507f06373d,"{""startTime"":1690225529275,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225558659,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225413823,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[{""time"":13,""label"":""tour_started""},{""time"":13114,""label"":""hovered"",""timeHovered"":1217,""week"":""2021-11-08""},{""time"":32055,""label"":""tour_next"",""step"":2},{""time"":38821,""label"":""tour_end"",""step"":2}]}","{""startTime"":1690225513622,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[{""time"":9044,""label"":""hovered"",""timeHovered"":1076,""week"":""2021-08-16""},{""time"":10693,""label"":""hovered"",""timeHovered"":1002,""week"":""2021-05-03""}]}",1,simple,line,3.5,0,2,2,2.0780000000000003,1.0390000000000001,1649,15.0,0.5,1.0,1,0.5,1
2023-07-24 15:09:11,2023-07-24 15:16:51,0,100,460,1,2023-07-24 15:16:51,R_3MAQmyh5ad2yZ7x,30.1294,-95.4238,EN,1,4.071000000000001,1,2.0,2,4.663,15.011,76,94,50,22.469,21.197,1,1,40.66,1,1,33.955999999999996,-3,32.553000000000004,15.011,6,5,5,7,7,5,,25.456999999999997,5,7,6,1,2,6,The visualization is true and is represented well. ,28.629,5,,9.333,2,7,3,4,1,5,6,12.107000000000001,1,1,9,8,1,4,7,9,,16.449,3,3,3,3,3,3,16.735,5,2,10.796,1,1989,Texas,6,3,1,,7,,,8,1,2,98.259,5ffd392153021d20d0939515,"{""startTime"":1690225885999,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225911904,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225808172,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[{""time"":4,""label"":""tour_started""},{""time"":1664,""label"":""hovered"",""timeHovered"":1692,""week"":""2021-09-06""},{""time"":4404,""label"":""hovered"",""timeHovered"":9413,""week"":""2022-01-03""},{""time"":15538,""label"":""tour_next"",""step"":2},{""time"":18681,""label"":""tour_end"",""step"":2}]}","{""startTime"":1690225870624,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[{""time"":1703,""label"":""hovered"",""timeHovered"":2673,""week"":""2022-01-03""},{""time"":5072,""label"":""hovered"",""timeHovered"":1270,""week"":""2022-01-31""},{""time"":6402,""label"":""hovered"",""timeHovered"":4510,""week"":""2022-01-03""},{""time"":12575,""label"":""hovered"",""timeHovered"":1107,""week"":""2022-01-03""}]}",1,simple,line,3.0,0,4,4,9.56,2.39,10872,15.0,1.0,1.0,0,1.0,1
2023-07-24 15:05:31,2023-07-24 15:17:06,0,100,694,1,2023-07-24 15:17:06,R_1jwaGfWqm36aExe,34.6796,-82.9325,EN,1,8.306000000000001,1,2.0,1,8.769,15.112,100,100,100,29.77,158.891,1,-2,72.995,1,-2,19.865,1,44.001999999999995,15.11,4,4,4,7,7,5,,34.76,7,7,7,1,5,7,Very well organized ,39.465,4,,9.304,2,7,3,4,1,5,6,44.86,1,1,1,1,1,1,11,8,,25.448,5,5,5,1,5,5,32.034,1,2,15.892000000000001,1,2000,South Carolina,3,2,1,,7,,,4,4,2,67.765,5bdcc0e876d6d50001bc33b9,"{""startTime"":1690225830338,""visType"":""bar chart"",""complexity"":""complex"",""provenance"":[{""time"":1132,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1266,""week"":""52"",""id"":""chart""}]}","{""startTime"":1690225865727,""visType"":""bar chart"",""complexity"":""complex"",""provenance"":[]}","{""startTime"":1690225609826,""visType"":""bar chart"",""complexity"":""complex"",""provenance"":[{""time"":49,""label"":""tour_started""},{""time"":401,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1071,""week"":""49"",""id"":""chart""},{""time"":13394,""label"":""tour_next"",""step"":5},{""time"":30856,""label"":""cleared_brush"",""using"":""Click""},{""time"":35237,""label"":""cleared_brush"",""using"":""Click""},{""time"":38110,""label"":""cleared_brush"",""using"":""Click""},{""time"":41282,""label"":""cleared_brush"",""using"":""Click""},{""time"":54323,""label"":""cleared_brush"",""using"":""Click""},{""time"":56340,""label"":""cleared_brush"",""using"":""Click""},{""time"":67944,""label"":""moved_brush"",""startDate"":""2021-10-02"",""endDate"":""2022-02-07""},{""time"":70146,""label"":""moved_brush"",""startDate"":""2021-10-02"",""endDate"":""2022-01-09""},{""time"":72345,""label"":""tour_back"",""step"":5},{""time"":75236,""label"":""tour_next"",""step"":5},{""time"":96645,""label"":""cleared_brush"",""using"":""Click""},{""time"":101691,""label"":""started_brush"",""startDate"":""2021-07-29"",""endDate"":""2021-08-16""},{""time"":104329,""label"":""moved_brush"",""startDate"":""2021-07-29"",""endDate"":""2021-09-02""},{""time"":108593,""label"":""tour_next"",""step"":5},{""time"":115975,""label"":""moved_brush"",""startDate"":""2021-07-29"",""endDate"":""2021-10-01""},{""time"":117537,""label"":""tour_next"",""step"":5},{""time"":127518,""label"":""cleared_brush"",""using"":""Click""},{""time"":127518,""label"":""cleared_brush"",""using"":""Escape""},{""time"":129049,""label"":""tour_next"",""step"":5},{""time"":137133,""label"":""tour_end"",""step"":5},{""time"":143405,""label"":""started_brush"",""startDate"":""2021-04-22"",""endDate"":""2021-05-20""},{""time"":149900,""label"":""started_brush"",""startDate"":""2021-09-30"",""endDate"":""2021-10-29""}]}","{""startTime"":1690225814229,""visType"":""bar chart"",""complexity"":""complex"",""provenance"":[{""time"":8279,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1448,""week"":""1"",""id"":""chart""},{""time"":12046,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":1896,""week"":""1"",""id"":""chart""}]}",1,complex,bar,4.3,0,2,2,3.344,1.672,3767,15.0,0.5,0.5,1,1.0,3
2023-07-24 15:06:59,2023-07-24 15:17:09,0,100,609,1,2023-07-24 15:17:09,R_2ANpVrhtZT1BQ6z,39.7684,-86.15799999999999,EN,1,4.842,1,2.0,2,4.155,15.005999999999998,89,68,41,24.608,27.706999999999997,1,-2,39.26,-2,1,29.89,1,99.234,15.011,5,5,6,5,4,6,,33.9,5,5,4,3,5,6,"Well... for one, you mentioned ""assume you trust this visualization"" outside of that, I would also agree to this statement due to the fact it's coming from the CDC.",51.07,3,,7.327999999999999,2,7,3,4,1,5,6,11.52,3,6,6,5,3,5,8,8,,22.601,2,3,3,3,2,2,21.964000000000002,3,2,8.19,1,1989,Minnesota,5,2,1,,7,,,8,4,2,42.695,615c777509f34c8977bc45a7,"{""startTime"":1690225845667,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225762767,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[]}","{""startTime"":1690225679743,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[{""time"":8,""label"":""tour_started""},{""time"":10263,""label"":""hovered"",""timeHovered"":2567,""week"":""2021-12-27""},{""time"":19106,""label"":""tour_next"",""step"":2},{""time"":22611,""label"":""tour_end"",""step"":2}]}","{""startTime"":1690225747324,""visType"":""line chart"",""complexity"":""simple"",""provenance"":[{""time"":2150,""label"":""hovered"",""timeHovered"":1149,""week"":""2022-01-03""}]}",1,simple,line,2.5,0,1,1,1.149,1.149,0,15.0,0.5,0.5,1,0.5,1
2023-07-24 15:05:01,2023-07-24 15:17:20,0,100,739,1,2023-07-24 15:17:21,R_3j26mXjL4WWZO4J,39.6757,-86.0694,EN,1,36.007,2,,2,2.929,15.033,50,82,7,10.082,26.979,-2,1,80.515,-3,1,65.14699999999999,1,27.838,15.093,2,1,1,7,5,1,,28.023000000000003,2,6,2,1,1,1,I don't trust information from the CDC.,26.014,2,,3.6839999999999997,2,7,3,4,1,5,6,12.345999999999998,2,3,7,3,1,4,2,4,,19.393,3,3,2,2,3,4,67.185,7,2,42.031000000000006,2,1978,Kentucky,3,2,1,,7,,,4,1,1,83.955,5e94fc39cc318836529fd876,"{""startTime"":1690225779587,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[]}","{""startTime"":1690225817283,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[{""label"":""window_blurred"",""time"":18333},{""label"":""window_focused"",""time"":22289}]}","{""startTime"":1690225664424,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[{""time"":68,""label"":""tour_started""},{""time"":11224,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":2317,""week"":""30"",""id"":""chart""},{""time"":15095,""label"":""hovered"",""isBrokenDownByAge"":false,""timeHovered"":3646,""week"":""6"",""id"":""chart""},{""time"":20554,""label"":""tour_next"",""step"":2},{""time"":24312,""label"":""tour_end"",""step"":2}]}","{""startTime"":1690225761448,""visType"":""bar chart"",""complexity"":""moderate"",""provenance"":[{""label"":""window_focused"",""time"":8169}]}",1,moderate,bar,2.8,0,0,0,0.0,0.0,0,0.0,0.5,0.5,1,0.5,2
2023-07-24 15:06:44,2023-07-24 15:18:02,0,100,677,1,2023-07-24 15:18:02,R_22sGA9w7UgOluf4,36.6704,-121.6592,EN,1,9.384,1,3.0,2,10.975,15.008,100,90,54,32.231,120.088,1,1,67.365,1,1,52.681000000000004,1,52.54,15.017999999999999,7,6,6,7,7,6,,28.579,6,7,7,4,7,7,I trust the visualization because it lists its source of the information and has a good chart design. ,48.236999999999995,5,,6.571000000000001,2,7,3,4,1,5,6,18.730999999999998,5,5,2,6,6,3,10,10,,19.745,3,2,4,2,4,3,43.607,1,1,12.729000000000001,2,1987,California,3,2,1,,7,,,8,4,1,60.638000000000005,5ad6d2543660ef00019b8ce9,"{""startTime"":1690225880975,""visType"":""line chart"",""complexity"":""complex"",""provenance"":[]}","{""startTime"":1690225910335,""visType"":""line chart"",""complexity"":""complex"",""provenance"":[]}","{""startTime"":1690225689901,""visType"":""line chart"",""complexity"":""complex"",""provenance"":[{""time"":19,""label"":""tour_started""},{""time"":26888,""label"":""tour_next"",""step"":5},{""time"":41588,""label"":""cleared_brush"",""using"":""click""},{""time"":45656,""label"":""started_brush"",""startDate"":""2021-07-08"",""endDate"":""2021-10-08""},{""time"":47519,""label"":""moved_brush"",""startDate"":""2021-07-08"",""endDate"":""2021-10-08""},{""time"":52624,""label"":""moved_brush"",""startDate"":""2021-11-13"",""endDate"":""2022-02-13""},{""time"":53340,""label"":""tour_next"",""step"":5},{""time"":59216,""label"":""moved_brush"",""startDate"":""2021-10-07"",""endDate"":""2022-01-06""},{""time"":62465,""label"":""moved_brush"",""startDate"":""2021-09-29"",""endDate"":""2022-01-06""},{""time"":64331,""label"":""moved_brush"",""startDate"":""2021-05-25"",""endDate"":""2021-09-02""},{""time"":65643,""label"":""tour_next"",""step"":5},{""time"":71468,""label"":""moved_brush"",""startDate"":""2021-05-25"",""endDate"":""2021-09-02""},{""time"":73056,""label"":""cleared_brush"",""using"":""click""},{""time"":73059,""label"":""cleared_brush"",""using"":""Escape""},{""time"":75328,""label"":""tour_next"",""step"":5},{""time"":82112,""label"":""tour_end"",""step"":5},{""time"":90664,""label"":""hovered"",""timeHovered"":1282,""week"":""2021-04-12""},{""time"":93751,""label"":""hovered"",""timeHovered"":1901,""week"":""2021-05-24""},{""time"":103542,""label"":""hovered"",""timeHovered"":1220,""week"":""2022-01-10""},{""time"":104911,""label"":""hovered"",""timeHovered"":1501,""week"":""2022-01-10""},{""time"":116187,""label"":""started_brush"",""startDate"":""2021-05-17"",""endDate"":""2021-08-02""},{""time"":117334,""label"":""moved_brush"",""startDate"":""2021-05-17"",""endDate"":""2021-08-02""},{""time"":118189,""label"":""cleared_brush"",""using"":""click""},{""time"":118199,""label"":""cleared_brush"",""using"":""Escape""}]}","{""startTime"":1690225864956,""visType"":""line chart"",""complexity"":""complex"",""provenance"":[]}",1,complex,line,3.0,0,0,0,0.0,0.0,0,15.0,1.0,1.0,1,1.0,3
2023-07-24 15:09:57,2023-07-24 15:18:07,0,100,489,1,2023-07-24 15:18:07,R_2xKMPO5IOvxwudH,39.1541,-76.717,EN,1,19.259,1,2.0,2,5.67,15.011,59,46,73,16.602,18.375,1,1,44.511,1,1,54.87,-3,25.921999999999997,15.106,4,4,4,4,4,3,,24.9,4,4,5,1,1,2,When I saw the question of if I trust it I began to doubt its validity. A lot of surveys manufacture data to experiment on people and their reactions.,76.15,6,,8.16,2,7,3,4,1,5,6,18.375,1,3,5,5,1,4,6,4,,19.735,3,2,2,3,2,3,17.352999999999998,4,5,13.825,1,1993,Texas,3,1,1,,7,,,5,4,2,48.713,63260e13957b6901854eed9f,"{""startTime"":1690226055490,""visType"":""line chart"",""complexity"":""moderate"",""provenance"":[]}","{""startTime"":1690225960787,""visType"":""line chart"",""complexity"":""moderate"",""provenance"":[]}","{""startTime"":1690225869448,""visType"":""line chart"",""complexity"":""moderate"",""provenance"":[{""time"":10,""label"":""tour_started""},{""time"":13490,""label"":""tour_next"",""step"":2},{""time"":15631,""label"":""tour_end"",""step"":2}]}","{""startTime"":1690225944439,""visType"":""line chart"",""complexity"":""moderate"",""provenance"":[{""time"":7782,""label"":""hovered"",""timeHovered"":1416,""week"":""2021-08-16""}]}",1,moderate,line,2.5,0,1,1,1.416,1.416,0,15.0,1.0,1.0,0,1.0,2
