week_start,Years,SubmissionDate,State,State2,Week_Avg
2020-04-27,2020,27-Apr,ND,North Dakota,10.71428571
2020-04-27,2020,27-Apr,NE,Nebraska,48.85714286
2020-04-27,2020,27-Apr,NH,New Hampshire,10.57142857
2020-04-27,2020,27-Apr,NJ,New Jersey,307.1428571
2020-04-27,2020,27-Apr,NM,New Mexico,13.85714286
2020-04-27,2020,27-Apr,NV,Nevada,12.57142857
2020-04-27,2020,27-Apr,NY,New York,245.7142857
2020-04-27,2020,27-Apr,OH,Ohio,51.71428571
2020-04-27,2020,27-Apr,OK,Oklahoma,8.142857143
2020-04-27,2020,27-Apr,OR,Oregon,6.142857143
2020-04-27,2020,27-Apr,PA,Pennsylvania,136
2020-04-27,2020,27-Apr,RI,Rhode Island,34.85714286
2020-04-27,2020,27-Apr,SC,South Carolina,21.57142857
2020-04-27,2020,27-Apr,SD,South Dakota,4.714285714
2020-04-27,2020,27-Apr,State,State2,0.571428571
2020-04-27,2020,27-Apr,TN,Tennessee,42.57142857
2020-04-27,2020,27-Apr,TX,Texas,95.14285714
2020-04-27,2020,27-Apr,UT,Utah,13.28571429
2020-04-27,2020,27-Apr,VA,Virginia,114.8571429
2020-04-27,2020,27-Apr,VT,Vermont,0.428571429
2020-04-27,2020,27-Apr,WA,Washington,31.28571429
2020-04-27,2020,27-Apr,WI,Wisconsin,24.28571429
2020-04-27,2020,27-Apr,WV,West Virginia,3.428571429
2020-04-27,2020,27-Apr,WY,Wyoming,2.571428571
2020-04-27,2020,28-Apr,AK,Alaska,0.857142857
2020-04-27,2020,28-Apr,AL,Alabama,28.42857143
2020-04-27,2020,28-Apr,AR,Arkansas,9.428571429
2020-04-27,2020,28-Apr,AZ,Arizona,33.14285714
2020-04-27,2020,28-Apr,CA,California,223.8571429
2020-04-27,2020,28-Apr,CO,Colorado,71.57142857
2020-04-27,2020,28-Apr,CT,Connecticut,45
2020-04-27,2020,28-Apr,DE,Delaware,56.57142857
2020-04-27,2020,28-Apr,FL,Florida,48.85714286
2020-04-27,2020,28-Apr,GA,Georgia,83.14285714
2020-04-27,2020,28-Apr,HI,Hawaii,0.571428571
2020-04-27,2020,28-Apr,IA,Iowa,72.57142857
2020-04-27,2020,28-Apr,ID,Idaho,5
2020-04-27,2020,28-Apr,IL,Illinois,317
2020-04-27,2020,28-Apr,IN,Indiana,89.57142857
2020-04-27,2020,28-Apr,KS,Kansas,23.28571429
2020-04-27,2020,28-Apr,KY,Kentucky,18
2020-04-27,2020,28-Apr,LA,Louisiana,31.14285714
2020-04-27,2020,28-Apr,MA,Massachusetts,262.8571429
2020-04-27,2020,28-Apr,MD,Maryland,89.42857143
2020-04-27,2020,28-Apr,ME,Maine,2.571428571
2020-04-27,2020,28-Apr,MI,Michigan,174
2020-04-27,2020,28-Apr,MN,Minnesota,66.28571429
2020-04-27,2020,28-Apr,MO,Missouri,52.28571429
2020-04-27,2020,28-Apr,MS,Mississippi,40.28571429
2020-04-27,2020,28-Apr,MT,Montana,0
2020-04-27,2020,28-Apr,NC,North Carolina,64
2020-04-27,2020,28-Apr,ND,North Dakota,7
2020-04-27,2020,28-Apr,NE,Nebraska,2
2020-04-27,2020,28-Apr,NH,New Hampshire,10.28571429
2020-04-27,2020,28-Apr,NJ,New Jersey,381.2857143
2020-04-27,2020,28-Apr,NM,New Mexico,21.57142857
2020-04-27,2020,28-Apr,NV,Nevada,17.42857143
2020-04-27,2020,28-Apr,NY,New York,180.1428571
2020-04-27,2020,28-Apr,OH,Ohio,63.42857143
2020-04-27,2020,28-Apr,OK,Oklahoma,27
2020-04-27,2020,28-Apr,OR,Oregon,4.428571429
2020-04-27,2020,28-Apr,PA,Pennsylvania,199.7142857
2020-04-27,2020,28-Apr,RI,Rhode Island,18
2020-04-27,2020,28-Apr,SC,South Carolina,21.57142857
2020-04-27,2020,28-Apr,SD,South Dakota,9.714285714
2020-04-27,2020,28-Apr,State,State2,0.857142857
2020-04-27,2020,28-Apr,TN,Tennessee,42.42857143
2020-04-27,2020,28-Apr,TX,Texas,124.8571429
2020-04-27,2020,28-Apr,UT,Utah,16.57142857
2020-04-27,2020,28-Apr,VA,Virginia,88.85714286
2020-04-27,2020,28-Apr,VT,Vermont,0.714285714
2020-04-27,2020,28-Apr,WA,Washington,22.14285714
2020-04-27,2020,28-Apr,WI,Wisconsin,29.71428571
2020-04-27,2020,28-Apr,WV,West Virginia,2.571428571
2020-04-27,2020,28-Apr,WY,Wyoming,2.285714286
2020-04-27,2020,29-Apr,AK,Alaska,0.571428571
2020-04-27,2020,29-Apr,AL,Alabama,22.71428571
2020-04-27,2020,29-Apr,AR,Arkansas,10.14285714
2020-04-27,2020,29-Apr,AZ,Arizona,36.28571429
2020-04-27,2020,29-Apr,CA,California,209.8571429
2020-04-27,2020,29-Apr,CO,Colorado,62.42857143
2020-04-27,2020,29-Apr,CT,Connecticut,65
2020-04-27,2020,29-Apr,DE,Delaware,15.28571429
2020-04-27,2020,29-Apr,FL,Florida,73.42857143
2020-04-27,2020,29-Apr,GA,Georgia,122
2020-04-27,2020,29-Apr,HI,Hawaii,0.571428571
2020-04-27,2020,29-Apr,IA,Iowa,66.71428571
2020-04-27,2020,29-Apr,ID,Idaho,4.571428571
2020-04-27,2020,29-Apr,IL,Illinois,321.8571429
2020-04-27,2020,29-Apr,IN,Indiana,84.85714286
2020-04-27,2020,29-Apr,KS,Kansas,35.28571429
2020-04-27,2020,29-Apr,KY,Kentucky,35.71428571
2020-04-27,2020,29-Apr,LA,Louisiana,53.42857143
2020-04-27,2020,29-Apr,MA,Massachusetts,280.4285714
2020-04-27,2020,29-Apr,MD,Maryland,105.1428571
2020-04-27,2020,29-Apr,ME,Maine,5.428571429
2020-04-27,2020,29-Apr,MI,Michigan,208.2857143
2020-04-27,2020,29-Apr,MN,Minnesota,70.14285714
2020-04-27,2020,29-Apr,MO,Missouri,43.85714286
2020-04-27,2020,29-Apr,MS,Mississippi,43
2020-04-27,2020,29-Apr,MT,Montana,0
2020-04-27,2020,29-Apr,NC,North Carolina,51.14285714
2020-04-27,2020,29-Apr,ND,North Dakota,6
2020-04-27,2020,29-Apr,NE,Nebraska,60.85714286
2020-04-27,2020,29-Apr,NH,New Hampshire,6.285714286
2020-04-27,2020,29-Apr,NJ,New Jersey,344
2020-04-27,2020,29-Apr,NM,New Mexico,34.14285714
2020-04-27,2020,29-Apr,NV,Nevada,12.28571429
2020-04-27,2020,29-Apr,NY,New York,297.4285714
2020-04-27,2020,29-Apr,OH,Ohio,76.28571429
2020-04-27,2020,29-Apr,OK,Oklahoma,21.14285714
2020-04-27,2020,29-Apr,OR,Oregon,8.714285714
2020-04-27,2020,29-Apr,PA,Pennsylvania,163.8571429
2020-04-27,2020,29-Apr,RI,Rhode Island,41.85714286
2020-04-27,2020,29-Apr,SC,South Carolina,15.71428571
2020-04-27,2020,29-Apr,SD,South Dakota,8.571428571
2020-04-27,2020,29-Apr,State,State2,0.571428571
2020-04-27,2020,29-Apr,TN,Tennessee,39
2020-04-27,2020,29-Apr,TX,Texas,126.1428571
2020-04-27,2020,29-Apr,UT,Utah,26
2020-04-27,2020,29-Apr,VA,Virginia,126.4285714
2020-04-27,2020,29-Apr,VT,Vermont,0
2020-04-27,2020,29-Apr,WA,Washington,29.71428571
2020-04-27,2020,29-Apr,WI,Wisconsin,33
2020-04-27,2020,29-Apr,WV,West Virginia,2
2020-04-27,2020,29-Apr,WY,Wyoming,1.142857143
2020-04-27,2020,30-Apr,AK,Alaska,0
2020-04-27,2020,30-Apr,AL,Alabama,29.57142857
2020-04-27,2020,30-Apr,AR,Arkansas,9
2020-04-27,2020,30-Apr,AZ,Arizona,63.71428571
2020-04-27,2020,30-Apr,CA,California,345.2857143
2020-04-27,2020,30-Apr,CO,Colorado,122.4285714
2020-04-27,2020,30-Apr,CT,Connecticut,133.2857143
2020-04-27,2020,30-Apr,DE,Delaware,5.428571429
2020-04-27,2020,30-Apr,FL,Florida,139.4285714
2020-04-27,2020,30-Apr,GA,Georgia,76.71428571
2020-04-27,2020,30-Apr,HI,Hawaii,0.142857143
2020-04-27,2020,30-Apr,IA,Iowa,43.14285714
2020-04-27,2020,30-Apr,ID,Idaho,4.428571429
2020-04-27,2020,30-Apr,IL,Illinois,366.1428571
2020-04-27,2020,30-Apr,IN,Indiana,93.28571429
2020-04-27,2020,30-Apr,KS,Kansas,71.42857143
2020-04-27,2020,30-Apr,KY,Kentucky,30
2020-04-27,2020,30-Apr,LA,Louisiana,48.71428571
2020-04-27,2020,30-Apr,MA,Massachusetts,277.1428571
2020-04-27,2020,30-Apr,MD,Maryland,127.5714286
2020-04-27,2020,30-Apr,ME,Maine,3.857142857
2020-04-27,2020,30-Apr,MI,Michigan,225.1428571
2020-04-27,2020,30-Apr,MN,Minnesota,0
2020-04-27,2020,30-Apr,MO,Missouri,37.57142857
2020-04-27,2020,30-Apr,MS,Mississippi,35.28571429
2020-04-27,2020,30-Apr,MT,Montana,0.285714286
2020-04-27,2020,30-Apr,NC,North Carolina,80.85714286
2020-04-27,2020,30-Apr,ND,North Dakota,4.857142857
2020-04-27,2020,30-Apr,NE,Nebraska,73.42857143
2020-04-27,2020,30-Apr,NH,New Hampshire,13.14285714
2020-04-27,2020,30-Apr,NJ,New Jersey,341.1428571
2020-04-27,2020,30-Apr,NM,New Mexico,28.28571429
2020-04-27,2020,30-Apr,NV,Nevada,15.57142857
2020-04-27,2020,30-Apr,NY,New York,292
2020-04-27,2020,30-Apr,OH,Ohio,103.4285714
2020-04-27,2020,30-Apr,OK,Oklahoma,14
2020-04-27,2020,30-Apr,OR,Oregon,9.142857143
2020-04-27,2020,30-Apr,PA,Pennsylvania,228.1428571
2020-04-27,2020,30-Apr,RI,Rhode Island,50.57142857
2020-04-27,2020,30-Apr,SC,South Carolina,16.71428571
2020-04-27,2020,30-Apr,SD,South Dakota,10.85714286
2020-04-27,2020,30-Apr,State,State2,0
2020-04-27,2020,30-Apr,TN,Tennessee,81.14285714
2020-04-27,2020,30-Apr,TX,Texas,147.5714286
2020-04-27,2020,30-Apr,UT,Utah,21.14285714
2020-04-27,2020,30-Apr,VA,Virginia,150.7142857
2020-04-27,2020,30-Apr,VT,Vermont,0.571428571
2020-04-27,2020,30-Apr,WA,Washington,40.14285714
2020-04-27,2020,30-Apr,WI,Wisconsin,47.71428571
2020-04-27,2020,30-Apr,WV,West Virginia,2.285714286
2020-04-27,2020,30-Apr,WY,Wyoming,2.142857143
2020-04-27,2020,01-May,AK,Alaska,1.285714286
2020-04-27,2020,01-May,AL,Alabama,36.28571429
2020-04-27,2020,01-May,AR,Arkansas,7.857142857
2020-04-27,2020,01-May,AZ,Arizona,44.85714286
2020-04-27,2020,01-May,CA,California,217.8571429
2020-04-27,2020,01-May,CO,Colorado,66.57142857
2020-04-27,2020,01-May,CT,Connecticut,152
2020-04-27,2020,01-May,DE,Delaware,27.85714286
2020-04-27,2020,01-May,FL,Florida,100.2857143
2020-04-27,2020,01-May,GA,Georgia,133.5714286
2020-04-27,2020,01-May,HI,Hawaii,0
2020-04-27,2020,01-May,IA,Iowa,105.5714286
2020-04-27,2020,01-May,ID,Idaho,2.857142857
2020-04-27,2020,01-May,IL,Illinois,448.1428571
2020-04-27,2020,01-May,IN,Indiana,113.5714286
2020-04-27,2020,01-May,KS,Kansas,30.14285714
2020-04-27,2020,01-May,KY,Kentucky,44.57142857
2020-04-27,2020,01-May,LA,Louisiana,95.28571429
2020-04-27,2020,01-May,MA,Massachusetts,300.8571429
2020-04-27,2020,01-May,MD,Maryland,247.1428571
2020-04-27,2020,01-May,ME,Maine,3.714285714
2020-04-27,2020,01-May,MI,Michigan,167.2857143
2020-04-27,2020,01-May,MN,Minnesota,84.85714286
2020-04-27,2020,01-May,MO,Missouri,41.14285714
2020-04-27,2020,01-May,MS,Mississippi,40.42857143
2020-04-27,2020,01-May,MT,Montana,0
2020-04-27,2020,01-May,NC,North Carolina,58.42857143
2020-04-27,2020,01-May,ND,North Dakota,5.714285714
2020-04-27,2020,01-May,NE,Nebraska,73.14285714
2020-04-27,2020,01-May,NH,New Hampshire,23.42857143
2020-04-27,2020,01-May,NJ,New Jersey,364.5714286
2020-04-27,2020,01-May,NM,New Mexico,14.57142857
2020-04-27,2020,01-May,NV,Nevada,31.42857143
2020-04-27,2020,01-May,NY,New York,247.1428571
2020-04-27,2020,01-May,OH,Ohio,102.2857143
2020-04-27,2020,01-May,OK,Oklahoma,15.71428571
2020-04-27,2020,01-May,OR,Oregon,9.857142857
2020-04-27,2020,01-May,PA,Pennsylvania,209
2020-04-27,2020,01-May,RI,Rhode Island,57.42857143
2020-04-27,2020,01-May,SC,South Carolina,29
2020-04-27,2020,01-May,SD,South Dakota,10.85714286
2020-04-27,2020,01-May,State,State2,1.285714286
2020-04-27,2020,01-May,TN,Tennessee,143.1428571
2020-04-27,2020,01-May,TX,Texas,163.1428571
2020-04-27,2020,01-May,UT,Utah,10.71428571
2020-04-27,2020,01-May,VA,Virginia,0
2020-04-27,2020,01-May,VT,Vermont,1.857142857
2020-04-27,2020,01-May,WA,Washington,47.14285714
2020-04-27,2020,01-May,WI,Wisconsin,65.71428571
2020-04-27,2020,01-May,WV,West Virginia,3.714285714
2020-04-27,2020,01-May,WY,Wyoming,1
2020-04-27,2020,02-May,AK,Alaska,0.142857143
2020-04-27,2020,02-May,AL,Alabama,37.14285714
2020-04-27,2020,02-May,AR,Arkansas,8.857142857
2020-04-27,2020,02-May,AZ,Arizona,57.42857143
2020-04-27,2020,02-May,CA,California,250.7142857
2020-04-27,2020,02-May,CO,Colorado,67.57142857
2020-04-27,2020,02-May,CT,Connecticut,74.71428571
2020-04-27,2020,02-May,DE,Delaware,18.57142857
2020-04-27,2020,02-May,FL,Florida,90
2020-04-27,2020,02-May,GA,Georgia,54.42857143
2020-04-27,2020,02-May,HI,Hawaii,0.428571429
2020-04-27,2020,02-May,IA,Iowa,108.1428571
2020-04-27,2020,02-May,ID,Idaho,3.714285714
2020-04-27,2020,02-May,IL,Illinois,350
2020-04-27,2020,02-May,IN,Indiana,95
2020-04-27,2020,02-May,KS,Kansas,42.42857143
2020-04-27,2020,02-May,KY,Kentucky,33
2020-04-27,2020,02-May,LA,Louisiana,61.28571429
2020-04-27,2020,02-May,MA,Massachusetts,278.8571429
2020-04-27,2020,02-May,MD,Maryland,143
2020-04-27,2020,02-May,ME,Maine,4.571428571
2020-04-27,2020,02-May,MI,Michigan,98
2020-04-27,2020,02-May,MN,Minnesota,71.14285714
2020-04-27,2020,02-May,MO,Missouri,9.714285714
2020-04-27,2020,02-May,MS,Mississippi,27.71428571
2020-04-27,2020,02-May,MT,Montana,0.285714286
2020-04-27,2020,02-May,NC,North Carolina,66.57142857
2020-04-27,2020,02-May,ND,North Dakota,6.571428571
2020-04-27,2020,02-May,NE,Nebraska,45
2020-04-27,2020,02-May,NH,New Hampshire,17
2020-04-27,2020,02-May,NJ,New Jersey,361.5714286
2020-04-27,2020,02-May,NM,New Mexico,31.28571429
2020-04-27,2020,02-May,NV,Nevada,12
2020-04-27,2020,02-May,NY,New York,285.5714286
2020-04-27,2020,02-May,OH,Ohio,84.57142857
2020-04-27,2020,02-May,OK,Oklahoma,16.57142857
2020-04-27,2020,02-May,OR,Oregon,8
2020-04-27,2020,02-May,PA,Pennsylvania,200.4285714
2020-04-27,2020,02-May,RI,Rhode Island,51.57142857
2020-04-27,2020,02-May,SC,South Carolina,22.85714286
2020-04-27,2020,02-May,SD,South Dakota,9
2020-04-27,2020,02-May,State,State2,0.142857143
2020-04-27,2020,02-May,TN,Tennessee,109.8571429
2020-04-27,2020,02-May,TX,Texas,184.7142857
2020-04-27,2020,02-May,UT,Utah,21.85714286
2020-04-27,2020,02-May,VA,Virginia,118.5714286
2020-04-27,2020,02-May,VT,Vermont,0.571428571
2020-04-27,2020,02-May,WA,Washington,46.71428571
2020-04-27,2020,02-May,WI,Wisconsin,49.42857143
2020-04-27,2020,02-May,WV,West Virginia,4.714285714
2020-04-27,2020,02-May,WY,Wyoming,1.857142857
2020-04-27,2020,03-May,AK,Alaska,0.428571429
2020-04-27,2020,03-May,AL,Alabama,39.71428571
2020-04-27,2020,03-May,AR,Arkansas,8.428571429
2020-04-27,2020,03-May,AZ,Arizona,39.42857143
2020-04-27,2020,03-May,CA,California,202.7142857
2020-04-27,2020,03-May,CO,Colorado,59.42857143
2020-04-27,2020,03-May,CT,Connecticut,3.571428571
2020-04-27,2020,03-May,DE,Delaware,21.14285714
2020-04-27,2020,03-May,FL,Florida,109.1428571
2020-04-27,2020,03-May,GA,Georgia,40.57142857
2020-04-27,2020,03-May,HI,Hawaii,0.142857143
2020-04-27,2020,03-May,IA,Iowa,75.42857143
2020-04-27,2020,03-May,ID,Idaho,0
2020-04-27,2020,03-May,IL,Illinois,420.5714286
2020-04-27,2020,03-May,IN,Indiana,91.14285714
2020-04-27,2020,03-May,KS,Kansas,40.57142857
2020-04-27,2020,03-May,KY,Kentucky,19
2020-04-27,2020,03-May,LA,Louisiana,34.71428571
2020-04-27,2020,03-May,MA,Massachusetts,260.5714286
2020-04-27,2020,03-May,MD,Maryland,141.2857143
2020-04-27,2020,03-May,ME,Maine,2.714285714
2020-04-27,2020,03-May,MI,Michigan,71.57142857
2020-04-27,2020,03-May,MN,Minnesota,144.2857143
2020-04-27,2020,03-May,MO,Missouri,9.714285714
2020-04-27,2020,03-May,MS,Mississippi,21.14285714
2020-04-27,2020,03-May,MT,Montana,0.285714286
2020-04-27,2020,03-May,NC,North Carolina,48.42857143
2020-04-27,2020,03-May,ND,North Dakota,5.428571429
2020-04-27,2020,03-May,NE,Nebraska,49.85714286
2020-04-27,2020,03-May,NH,New Hampshire,12.71428571
2020-04-27,2020,03-May,NJ,New Jersey,432.5714286
2020-04-27,2020,03-May,NM,New Mexico,16.85714286
2020-04-27,2020,03-May,NV,Nevada,16.42857143
2020-04-27,2020,03-May,NY,New York,208.7142857
2020-04-27,2020,03-May,OH,Ohio,82.71428571
2020-04-27,2020,03-May,OK,Oklahoma,5.857142857
2020-04-27,2020,03-May,OR,Oregon,6.428571429
2020-04-27,2020,03-May,PA,Pennsylvania,153.2857143
2020-04-27,2020,03-May,RI,Rhode Island,34.57142857
2020-04-27,2020,03-May,SC,South Carolina,28.42857143
2020-04-27,2020,03-May,SD,South Dakota,6.142857143
2020-04-27,2020,03-May,State,State2,0.428571429
2020-04-27,2020,03-May,TN,Tennessee,33.85714286
2020-04-27,2020,03-May,TX,Texas,146.5714286
2020-04-27,2020,03-May,UT,Utah,40
2020-04-27,2020,03-May,VA,Virginia,251.5714286
2020-04-27,2020,03-May,VT,Vermont,1.571428571
2020-04-27,2020,03-May,WA,Washington,35.71428571
2020-04-27,2020,03-May,WI,Wisconsin,43.42857143
2020-04-27,2020,03-May,WV,West Virginia,1.571428571
2020-04-27,2020,03-May,WY,Wyoming,1
2020-05-04,2020,04-May,AK,Alaska,0.285714286
2020-05-04,2020,04-May,AL,Alabama,32.14285714
2020-05-04,2020,04-May,AR,Arkansas,5.428571429
2020-05-04,2020,04-May,AZ,Arizona,39.85714286
2020-05-04,2020,04-May,CA,California,188.7142857
2020-05-04,2020,04-May,CO,Colorado,35.85714286
2020-05-04,2020,04-May,CT,Connecticut,94.42857143
2020-05-04,2020,04-May,DE,Delaware,43
2020-05-04,2020,04-May,FL,Florida,81.85714286
2020-05-04,2020,04-May,GA,Georgia,107.5714286
2020-05-04,2020,04-May,HI,Hawaii,0.428571429
2020-05-04,2020,04-May,IA,Iowa,76.28571429
2020-05-04,2020,04-May,ID,Idaho,6.428571429
2020-05-04,2020,04-May,IL,Illinois,341.5714286
2020-05-04,2020,04-May,IN,Indiana,82
2020-05-04,2020,04-May,KS,Kansas,30.71428571
2020-05-04,2020,04-May,KY,Kentucky,17.71428571
2020-05-04,2020,04-May,LA,Louisiana,51.85714286
2020-05-04,2020,04-May,MA,Massachusetts,142.8571429
2020-05-04,2020,04-May,MD,Maryland,135.1428571
2020-05-04,2020,04-May,ME,Maine,2.571428571
2020-05-04,2020,04-May,MI,Michigan,210
2020-05-04,2020,04-May,MN,Minnesota,0
2020-05-04,2020,04-May,MO,Missouri,30
2020-05-04,2020,04-May,MS,Mississippi,44.14285714
2020-05-04,2020,04-May,MT,Montana,0
2020-05-04,2020,04-May,NC,North Carolina,34.14285714
2020-05-04,2020,04-May,ND,North Dakota,4.857142857
2020-05-04,2020,04-May,NE,Nebraska,61.57142857
2020-05-04,2020,04-May,NH,New Hampshire,10
2020-05-04,2020,04-May,NJ,New Jersey,219
2020-05-04,2020,04-May,NM,New Mexico,25.85714286
2020-05-04,2020,04-May,NV,Nevada,10.57142857
2020-05-04,2020,04-May,NY,New York,174
2020-05-04,2020,04-May,OH,Ohio,80
2020-05-04,2020,04-May,OK,Oklahoma,5
2020-05-04,2020,04-May,OR,Oregon,11.28571429
2020-05-04,2020,04-May,PA,Pennsylvania,134.1428571
2020-05-04,2020,04-May,RI,Rhode Island,28
2020-05-04,2020,04-May,SC,South Carolina,20.14285714
2020-05-04,2020,04-May,SD,South Dakota,5.285714286
2020-05-04,2020,04-May,State,State2,0.285714286
2020-05-04,2020,04-May,TN,Tennessee,52.85714286
2020-05-04,2020,04-May,TX,Texas,112
2020-05-04,2020,04-May,UT,Utah,20.71428571
2020-05-04,2020,04-May,VA,Virginia,0
2020-05-04,2020,04-May,VT,Vermont,0.714285714
2020-05-04,2020,04-May,WA,Washington,43.42857143
2020-05-04,2020,04-May,WI,Wisconsin,38.85714286
2020-05-04,2020,04-May,WV,West Virginia,4.142857143
2020-05-04,2020,04-May,WY,Wyoming,1.428571429
2020-05-04,2020,05-May,AK,Alaska,0.142857143
2020-05-04,2020,05-May,AL,Alabama,45.28571429
2020-05-04,2020,05-May,AR,Arkansas,3.857142857
2020-05-04,2020,05-May,AZ,Arizona,55.14285714
2020-05-04,2020,05-May,CA,California,182.1428571
2020-05-04,2020,05-May,CO,Colorado,53.57142857
2020-05-04,2020,05-May,CT,Connecticut,92.57142857
2020-05-04,2020,05-May,DE,Delaware,30.57142857
2020-05-04,2020,05-May,FL,Florida,83.28571429
2020-05-04,2020,05-May,GA,Georgia,86
2020-05-04,2020,05-May,HI,Hawaii,0.142857143
2020-05-04,2020,05-May,IA,Iowa,58.28571429
2020-05-04,2020,05-May,ID,Idaho,3
2020-05-04,2020,05-May,IL,Illinois,303.1428571
2020-05-04,2020,05-May,IN,Indiana,75.14285714
2020-05-04,2020,05-May,KS,Kansas,30.42857143
2020-05-04,2020,05-May,KY,Kentucky,38.85714286
2020-05-04,2020,05-May,LA,Louisiana,46.14285714
2020-05-04,2020,05-May,MA,Massachusetts,169.1428571
2020-05-04,2020,05-May,MD,Maryland,101.2857143
2020-05-04,2020,05-May,ME,Maine,4.285714286
2020-05-04,2020,05-May,MI,Michigan,206.2857143
2020-05-04,2020,05-May,MN,Minnesota,88.14285714
2020-05-04,2020,05-May,MO,Missouri,38.57142857
2020-05-04,2020,05-May,MS,Mississippi,42
2020-05-04,2020,05-May,MT,Montana,0
2020-05-04,2020,05-May,NC,North Carolina,45.14285714
2020-05-04,2020,05-May,ND,North Dakota,5.857142857
2020-05-04,2020,05-May,NE,Nebraska,50.85714286
2020-05-04,2020,05-May,NH,New Hampshire,6.857142857
2020-05-04,2020,05-May,NJ,New Jersey,333.4285714
2020-05-04,2020,05-May,NM,New Mexico,15.28571429
2020-05-04,2020,05-May,NV,Nevada,14.71428571
2020-05-04,2020,05-May,NY,New York,145.1428571
2020-05-04,2020,05-May,OH,Ohio,70.71428571
2020-05-04,2020,05-May,OK,Oklahoma,17.57142857
2020-05-04,2020,05-May,OR,Oregon,11.42857143
2020-05-04,2020,05-May,PA,Pennsylvania,124.4285714
2020-05-04,2020,05-May,RI,Rhode Island,32.57142857
2020-05-04,2020,05-May,SC,South Carolina,17.28571429
2020-05-04,2020,05-May,SD,South Dakota,7.571428571
2020-05-04,2020,05-May,State,State2,0.142857143
2020-05-04,2020,05-May,TN,Tennessee,44.28571429
2020-05-04,2020,05-May,TX,Texas,148.1428571
2020-05-04,2020,05-May,UT,Utah,17.71428571
2020-05-04,2020,05-May,VA,Virginia,109.1428571
2020-05-04,2020,05-May,VT,Vermont,0.714285714
2020-05-04,2020,05-May,WA,Washington,19.57142857
2020-05-04,2020,05-May,WI,Wisconsin,47.14285714
2020-05-04,2020,05-May,WV,West Virginia,2.571428571
2020-05-04,2020,05-May,WY,Wyoming,1.142857143
2020-05-04,2020,06-May,AK,Alaska,0.142857143
2020-05-04,2020,06-May,AL,Alabama,35.42857143
2020-05-04,2020,06-May,AR,Arkansas,16.42857143
2020-05-04,2020,06-May,AZ,Arizona,57.42857143
2020-05-04,2020,06-May,CA,California,371.8571429
2020-05-04,2020,06-May,CO,Colorado,57.14285714
2020-05-04,2020,06-May,CT,Connecticut,53.42857143
2020-05-04,2020,06-May,DE,Delaware,23.14285714
2020-05-04,2020,06-May,FL,Florida,89.57142857
2020-05-04,2020,06-May,GA,Georgia,114.5714286
2020-05-04,2020,06-May,HI,Hawaii,0.285714286
2020-05-04,2020,06-May,IA,Iowa,41.85714286
2020-05-04,2020,06-May,ID,Idaho,4.428571429
2020-05-04,2020,06-May,IL,Illinois,324.2857143
2020-05-04,2020,06-May,IN,Indiana,119.5714286
2020-05-04,2020,06-May,KS,Kansas,39.42857143
2020-05-04,2020,06-May,KY,Kentucky,33.57142857
2020-05-04,2020,06-May,LA,Louisiana,47.14285714
2020-05-04,2020,06-May,MA,Massachusetts,250.5714286
2020-05-04,2020,06-May,MD,Maryland,149.4285714
2020-05-04,2020,06-May,ME,Maine,10.28571429
2020-05-04,2020,06-May,MI,Michigan,211.7142857
2020-05-04,2020,06-May,MN,Minnesota,104
2020-05-04,2020,06-May,MO,Missouri,26.14285714
2020-05-04,2020,06-May,MS,Mississippi,54.14285714
2020-05-04,2020,06-May,MT,Montana,0
2020-05-04,2020,06-May,NC,North Carolina,62.85714286
2020-05-04,2020,06-May,ND,North Dakota,8.142857143
2020-05-04,2020,06-May,NE,Nebraska,52
2020-05-04,2020,06-May,NH,New Hampshire,14.85714286
2020-05-04,2020,06-May,NJ,New Jersey,185.8571429
2020-05-04,2020,06-May,NM,New Mexico,21.85714286
2020-05-04,2020,06-May,NV,Nevada,8.571428571
2020-05-04,2020,06-May,NY,New York,187
2020-05-04,2020,06-May,OH,Ohio,86.71428571
2020-05-04,2020,06-May,OK,Oklahoma,13.42857143
2020-05-04,2020,06-May,OR,Oregon,11
2020-05-04,2020,06-May,PA,Pennsylvania,137.2857143
2020-05-04,2020,06-May,RI,Rhode Island,37.71428571
2020-05-04,2020,06-May,SC,South Carolina,13.14285714
2020-05-04,2020,06-May,SD,South Dakota,8.285714286
2020-05-04,2020,06-May,State,State2,0.142857143
2020-05-04,2020,06-May,TN,Tennessee,27
2020-05-04,2020,06-May,TX,Texas,150.4285714
2020-05-04,2020,06-May,UT,Utah,9.285714286
2020-05-04,2020,06-May,VA,Virginia,0
2020-05-04,2020,06-May,VT,Vermont,0.428571429
2020-05-04,2020,06-May,WA,Washington,39.57142857
2020-05-04,2020,06-May,WI,Wisconsin,47.85714286
2020-05-04,2020,06-May,WV,West Virginia,4.857142857
2020-05-04,2020,06-May,WY,Wyoming,3.857142857
2020-05-04,2020,07-May,AK,Alaska,0.285714286
2020-05-04,2020,07-May,AL,Alabama,49.14285714
2020-05-04,2020,07-May,AR,Arkansas,7.714285714
2020-05-04,2020,07-May,AZ,Arizona,34
2020-05-04,2020,07-May,CA,California,257
2020-05-04,2020,07-May,CO,Colorado,65.14285714
2020-05-04,2020,07-May,CT,Connecticut,112.7142857
2020-05-04,2020,07-May,DE,Delaware,27
