State,State_short,Max_Week_Day,Week,Year,New_Case,New_Death,Share_Vaccination,New_Case_per_100,New_Death_per_100,Index3
Virginia,VA,17/01/2022,4,2022,96579,85,82.7,0.96579,0.00085,44
West Virginia,WV,17/01/2022,4,2022,30673,93,63.3,0.30673,0.00093,44
Mississippi,MS,17/01/2022,4,2022,46754,96,57.8,0.46754,0.00096,44
Nevada,NV,17/01/2022,4,2022,41736,109,72.4,0.41736,0.00109,44
New Mexico,NM,17/01/2022,4,2022,38995,114,83.8,0.38995,0.00114,44
Iowa,IA,17/01/2022,4,2022,36953,116,66.4,0.36953,0.00116,44
Oklahoma,OK,17/01/2022,4,2022,82524,132,68.7,0.82524,0.00132,44
South Carolina,SC,17/01/2022,4,2022,113487,152,65.3,1.13487,0.00152,44
Kansas,KS,17/01/2022,4,2022,60132,157,72,0.60132,0.00157,44
Minnesota,MN,17/01/2022,4,2022,78488,180,73.1,0.78488,0.0018,44
Colorado,CO,17/01/2022,4,2022,83528,183,77,0.83528,0.00183,44
Louisiana,LA,17/01/2022,4,2022,63399,187,59.2,0.63399,0.00187,44
Washington,WA,17/01/2022,4,2022,109384,209,78.1,1.09384,0.00209,44
Connecticut,CT,17/01/2022,4,2022,34102,213,91.9,0.34102,0.00213,44
Kentucky,KY,17/01/2022,4,2022,89291,218,64.3,0.89291,0.00218,44
Alabama,AL,17/01/2022,4,2022,90076,279,60.6,0.90076,0.00279,44
Wisconsin,WI,17/01/2022,4,2022,148595,297,70,1.48595,0.00297,44
Georgia,GA,17/01/2022,4,2022,116356,366,63.3,1.16356,0.00366,44
Michigan,MI,17/01/2022,4,2022,140169,368,64.9,1.40169,0.00368,44
Arizona,AZ,17/01/2022,4,2022,141475,386,69.5,1.41475,0.00386,44
Maryland,MD,17/01/2022,4,2022,42116,400,83.1,0.42116,0.004,44
Missouri,MO,17/01/2022,4,2022,80520,410,64.2,0.8052,0.0041,44
North Carolina,NC,17/01/2022,4,2022,210839,453,80.2,2.10839,0.00453,44
Massachusetts,MA,17/01/2022,4,2022,109703,463,94,1.09703,0.00463,44
Tennessee,TN,17/01/2022,4,2022,115447,475,60.3,1.15447,0.00475,44
Indiana,IN,17/01/2022,4,2022,98650,525,59.5,0.9865,0.00525,44
New York,NY,17/01/2022,4,2022,106574,584,86.9,1.06574,0.00584,44
New Jersey,NJ,17/01/2022,4,2022,79440,667,86.7,0.7944,0.00667,44
California,CA,17/01/2022,4,2022,781135,782,86,7.81135,0.00782,44
Texas,TX,17/01/2022,4,2022,404097,864,69.2,4.04097,0.00864,44
Pennsylvania,PA,17/01/2022,4,2022,134711,876,81.3,1.34711,0.00876,44
Illinois,IL,17/01/2022,4,2022,183722,914,74.8,1.83722,0.00914,44
Ohio,OH,17/01/2022,4,2022,138253,1065,62,1.38253,0.01065,44
Florida,FL,17/01/2022,4,2022,221857,1500,76.8,2.21857,0.015,44
Vermont,VT,24/01/2022,5,2022,5455,14,92,0.05455,0.00014,45
Montana,MT,24/01/2022,5,2022,16708,17,63.8,0.16708,0.00017,45
Wyoming,WY,24/01/2022,5,2022,9157,24,57.2,0.09157,0.00024,45
North Dakota,ND,24/01/2022,5,2022,12170,24,64,0.1217,0.00024,45
Hawaii,HI,24/01/2022,5,2022,15634,30,84.9,0.15634,0.0003,45
Alaska,AK,24/01/2022,5,2022,16629,34,67.8,0.16629,0.00034,45
South Dakota,SD,24/01/2022,5,2022,8727,36,73.8,0.08727,0.00036,45
Maine,ME,24/01/2022,5,2022,11489,40,88.5,0.11489,0.0004,45
Delaware,DE,24/01/2022,5,2022,8624,51,80.3,0.08624,0.00051,45
Rhode Island,RI,24/01/2022,5,2022,12860,70,94.5,0.1286,0.0007,45
New Hampshire,NH,24/01/2022,5,2022,14699,70,95,0.14699,0.0007,45
Utah,UT,24/01/2022,5,2022,49262,77,69.7,0.49262,0.00077,45
Idaho,ID,24/01/2022,5,2022,19664,83,59.5,0.19664,0.00083,45
Nebraska,NE,24/01/2022,5,2022,22302,97,68.6,0.22302,0.00097,45
Missouri,MO,24/01/2022,5,2022,62048,98,64.6,0.62048,0.00098,45
Mississippi,MS,24/01/2022,5,2022,36284,110,58,0.36284,0.0011,45
Arkansas,AR,24/01/2022,5,2022,33227,118,65,0.33227,0.00118,45
West Virginia,WV,24/01/2022,5,2022,28575,134,63.5,0.28575,0.00134,45
Oregon,OR,24/01/2022,5,2022,49760,150,76.1,0.4976,0.0015,45
New Mexico,NM,24/01/2022,5,2022,32579,158,84.4,0.32579,0.00158,45
Oklahoma,OK,24/01/2022,5,2022,69742,172,69.1,0.69742,0.00172,45
Nevada,NV,24/01/2022,5,2022,33583,178,72.8,0.33583,0.00178,45
Iowa,IA,24/01/2022,5,2022,29925,184,66.6,0.29925,0.00184,45
Kansas,KS,24/01/2022,5,2022,41419,203,72.4,0.41419,0.00203,45
Connecticut,CT,24/01/2022,5,2022,24396,216,92.5,0.24396,0.00216,45
Minnesota,MN,24/01/2022,5,2022,92931,241,73.5,0.92931,0.00241,45
Kentucky,KY,24/01/2022,5,2022,81017,257,64.6,0.81017,0.00257,45
South Carolina,SC,24/01/2022,5,2022,81549,258,65.6,0.81549,0.00258,45
Colorado,CO,24/01/2022,5,2022,57810,262,77.3,0.5781,0.00262,45
Virginia,VA,24/01/2022,5,2022,70499,274,83,0.70499,0.00274,45
Washington,WA,24/01/2022,5,2022,111716,294,78.6,1.11716,0.00294,45
Michigan,MI,24/01/2022,5,2022,110955,306,65.1,1.10955,0.00306,45
Louisiana,LA,24/01/2022,5,2022,45251,307,59.4,0.45251,0.00307,45
Wisconsin,WI,24/01/2022,5,2022,57213,345,70.3,0.57213,0.00345,45
Maryland,MD,24/01/2022,5,2022,21399,363,83.6,0.21399,0.00363,45
Alabama,AL,24/01/2022,5,2022,65828,399,61.1,0.65828,0.00399,45
Tennessee,TN,24/01/2022,5,2022,103464,419,60.6,1.03464,0.00419,45
Massachusetts,MA,24/01/2022,5,2022,62465,507,94.8,0.62465,0.00507,45
North Carolina,NC,24/01/2022,5,2022,139281,547,80.7,1.39281,0.00547,45
Indiana,IN,24/01/2022,5,2022,79545,550,59.9,0.79545,0.0055,45
New York,NY,24/01/2022,5,2022,63456,551,87.5,0.63456,0.00551,45
Georgia,GA,24/01/2022,5,2022,116843,574,63.6,1.16843,0.00574,45
Arizona,AZ,24/01/2022,5,2022,115282,626,70,1.15282,0.00626,45
New Jersey,NJ,24/01/2022,5,2022,49109,645,87.4,0.49109,0.00645,45
Illinois,IL,24/01/2022,5,2022,123812,993,75.2,1.23812,0.00993,45
Pennsylvania,PA,24/01/2022,5,2022,89080,1061,81.9,0.8908,0.01061,45
Ohio,OH,24/01/2022,5,2022,74778,1084,62.3,0.74778,0.01084,45
California,CA,24/01/2022,5,2022,643248,1103,86.3,6.43248,0.01103,45
Texas,TX,24/01/2022,5,2022,290460,1217,69.6,2.9046,0.01217,45
Florida,FL,24/01/2022,5,2022,208283,1570,77.1,2.08283,0.0157,45
Alaska,AK,31/01/2022,6,2022,12125,8,68,0.12125,0.00008,46
Vermont,VT,31/01/2022,6,2022,3732,19,92.3,0.03732,0.00019,46
Wyoming,WY,31/01/2022,6,2022,5316,25,57.4,0.05316,0.00025,46
North Dakota,ND,31/01/2022,6,2022,7515,37,64.1,0.07515,0.00037,46
Montana,MT,31/01/2022,6,2022,11228,38,64,0.11228,0.00038,46
New Hampshire,NH,31/01/2022,6,2022,8808,41,95,0.08808,0.00041,46
Delaware,DE,31/01/2022,6,2022,3831,45,80.8,0.03831,0.00045,46
Hawaii,HI,31/01/2022,6,2022,10190,49,85.3,0.1019,0.00049,46
South Dakota,SD,31/01/2022,6,2022,4857,50,74.2,0.04857,0.0005,46
Rhode Island,RI,31/01/2022,6,2022,5714,50,95,0.05714,0.0005,46
Maine,ME,31/01/2022,6,2022,6609,66,88.7,0.06609,0.00066,46
Utah,UT,31/01/2022,6,2022,23016,66,70.3,0.23016,0.00066,46
Idaho,ID,31/01/2022,6,2022,13346,74,59.8,0.13346,0.00074,46
Nebraska,NE,31/01/2022,6,2022,10435,89,68.9,0.10435,0.00089,46
West Virginia,WV,31/01/2022,6,2022,19640,103,63.7,0.1964,0.00103,46
New Mexico,NM,31/01/2022,6,2022,19188,118,84.8,0.19188,0.00118,46
Oregon,OR,31/01/2022,6,2022,33691,128,76.4,0.33691,0.00128,46
Colorado,CO,31/01/2022,6,2022,28415,141,77.6,0.28415,0.00141,46
Oklahoma,OK,31/01/2022,6,2022,31891,149,69.4,0.31891,0.00149,46
Iowa,IA,31/01/2022,6,2022,17412,156,66.8,0.17412,0.00156,46
Connecticut,CT,31/01/2022,6,2022,10070,174,93,0.1007,0.00174,46
Arkansas,AR,31/01/2022,6,2022,25300,177,65.2,0.253,0.00177,46
Kansas,KS,31/01/2022,6,2022,21669,194,72.7,0.21669,0.00194,46
Minnesota,MN,31/01/2022,6,2022,49393,217,73.8,0.49393,0.00217,46
Nevada,NV,31/01/2022,6,2022,17123,230,73.2,0.17123,0.0023,46
Maryland,MD,31/01/2022,6,2022,11749,259,84,0.11749,0.00259,46
Washington,WA,31/01/2022,6,2022,67370,268,79,0.6737,0.00268,46
Louisiana,LA,31/01/2022,6,2022,28209,274,59.7,0.28209,0.00274,46
Kentucky,KY,31/01/2022,6,2022,44783,299,64.8,0.44783,0.00299,46
Wisconsin,WI,31/01/2022,6,2022,31984,309,70.6,0.31984,0.00309,46
Mississippi,MS,31/01/2022,6,2022,34196,348,58.3,0.34196,0.00348,46
Alabama,AL,31/01/2022,6,2022,29985,376,61.4,0.29985,0.00376,46
Indiana,IN,31/01/2022,6,2022,42865,411,60.1,0.42865,0.00411,46
New York,NY,31/01/2022,6,2022,36098,428,87.9,0.36098,0.00428,46
Arizona,AZ,31/01/2022,6,2022,66743,445,70.5,0.66743,0.00445,46
South Carolina,SC,31/01/2022,6,2022,40860,451,65.9,0.4086,0.00451,46
Tennessee,TN,31/01/2022,6,2022,64046,456,60.8,0.64046,0.00456,46
Missouri,MO,31/01/2022,6,2022,30596,469,64.8,0.30596,0.00469,46
Massachusetts,MA,31/01/2022,6,2022,32011,470,95,0.32011,0.0047,46
North Carolina,NC,31/01/2022,6,2022,78215,478,81.3,0.78215,0.00478,46
Georgia,GA,31/01/2022,6,2022,56607,534,63.8,0.56607,0.00534,46
New Jersey,NJ,31/01/2022,6,2022,21585,557,87.9,0.21585,0.00557,46
Michigan,MI,31/01/2022,6,2022,59870,676,65.4,0.5987,0.00676,46
Virginia,VA,31/01/2022,6,2022,42292,678,83.4,0.42292,0.00678,46
Illinois,IL,31/01/2022,6,2022,60389,718,75.7,0.60389,0.00718,46
Pennsylvania,PA,31/01/2022,6,2022,39561,976,82.4,0.39561,0.00976,46
Ohio,OH,31/01/2022,6,2022,37034,1146,62.5,0.37034,0.01146,46
California,CA,31/01/2022,6,2022,368463,1197,80.7,3.68463,0.01197,46
Texas,TX,31/01/2022,6,2022,184646,1354,70,1.84646,0.01354,46
Florida,FL,31/01/2022,6,2022,119137,1459,77.4,1.19137,0.01459,46
Vermont,VT,07/02/2022,7,2022,2229,15,92.5,0.02229,0.00015,47
Wyoming,WY,07/02/2022,7,2022,2739,17,57.7,0.02739,0.00017,47
Rhode Island,RI,07/02/2022,7,2022,3355,21,95,0.03355,0.00021,47
Alaska,AK,07/02/2022,7,2022,7095,21,68.2,0.07095,0.00021,47
Maine,ME,07/02/2022,7,2022,4348,24,88.9,0.04348,0.00024,47
North Dakota,ND,07/02/2022,7,2022,4512,24,64.3,0.04512,0.00024,47
Hawaii,HI,07/02/2022,7,2022,5248,36,85.7,0.05248,0.00036,47
Montana,MT,07/02/2022,7,2022,6601,36,64.1,0.06601,0.00036,47
South Dakota,SD,07/02/2022,7,2022,2485,43,74.5,0.02485,0.00043,47
New Hampshire,NH,07/02/2022,7,2022,6891,48,95,0.06891,0.00048,47
Nebraska,NE,07/02/2022,7,2022,4868,60,69.1,0.04868,0.0006,47
Delaware,DE,07/02/2022,7,2022,2488,67,81.2,0.02488,0.00067,47
Idaho,ID,07/02/2022,7,2022,12070,73,59.9,0.1207,0.00073,47
Utah,UT,07/02/2022,7,2022,12633,88,70.7,0.12633,0.00088,47
Connecticut,CT,07/02/2022,7,2022,6744,101,93.3,0.06744,0.00101,47
New Mexico,NM,07/02/2022,7,2022,10815,123,85.2,0.10815,0.00123,47
Kansas,KS,07/02/2022,7,2022,11747,130,72.9,0.11747,0.0013,47
Oregon,OR,07/02/2022,7,2022,20157,141,76.6,0.20157,0.00141,47
West Virginia,WV,07/02/2022,7,2022,12866,146,63.9,0.12866,0.00146,47
Iowa,IA,07/02/2022,7,2022,9866,172,67,0.09866,0.00172,47
Nevada,NV,07/02/2022,7,2022,8111,191,73.5,0.08111,0.00191,47
Minnesota,MN,07/02/2022,7,2022,29343,208,74,0.29343,0.00208,47
Maryland,MD,07/02/2022,7,2022,6325,214,84.3,0.06325,0.00214,47
Oklahoma,OK,07/02/2022,7,2022,11300,232,69.6,0.113,0.00232,47
Arkansas,AR,07/02/2022,7,2022,12715,232,65.4,0.12715,0.00232,47
Louisiana,LA,07/02/2022,7,2022,15752,271,59.9,0.15752,0.00271,47
Kentucky,KY,07/02/2022,7,2022,30665,275,65,0.30665,0.00275,47
Wisconsin,WI,07/02/2022,7,2022,18147,277,70.8,0.18147,0.00277,47
Mississippi,MS,07/02/2022,7,2022,14355,308,58.5,0.14355,0.00308,47
New York,NY,07/02/2022,7,2022,22859,317,88.3,0.22859,0.00317,47
Washington,WA,07/02/2022,7,2022,34242,349,79.3,0.34242,0.00349,47
Alabama,AL,07/02/2022,7,2022,19449,355,61.6,0.19449,0.00355,47
Tennessee,TN,07/02/2022,7,2022,36350,375,61,0.3635,0.00375,47
South Carolina,SC,07/02/2022,7,2022,24319,391,66,0.24319,0.00391,47
Missouri,MO,07/02/2022,7,2022,18797,396,65,0.18797,0.00396,47
Colorado,CO,07/02/2022,7,2022,16603,399,77.9,0.16603,0.00399,47
Massachusetts,MA,07/02/2022,7,2022,18194,412,95,0.18194,0.00412,47
Indiana,IN,07/02/2022,7,2022,17416,424,60.3,0.17416,0.00424,47
New Jersey,NJ,07/02/2022,7,2022,14859,426,88.3,0.14859,0.00426,47
North Carolina,NC,07/02/2022,7,2022,46493,457,81.7,0.46493,0.00457,47
Arizona,AZ,07/02/2022,7,2022,34431,536,70.9,0.34431,0.00536,47
Illinois,IL,07/02/2022,7,2022,29939,568,75.8,0.29939,0.00568,47
Michigan,MI,07/02/2022,7,2022,29804,590,65.7,0.29804,0.0059,47
Georgia,GA,07/02/2022,7,2022,31006,674,64,0.31006,0.00674,47
Pennsylvania,PA,07/02/2022,7,2022,33587,679,82.8,0.33587,0.00679,47
Virginia,VA,07/02/2022,7,2022,29005,738,84,0.29005,0.00738,47
Ohio,OH,07/02/2022,7,2022,22791,788,62.6,0.22791,0.00788,47
Florida,FL,07/02/2022,7,2022,86524,1192,77.6,0.86524,0.01192,47
Texas,TX,07/02/2022,7,2022,98347,1391,70.3,0.98347,0.01391,47
California,CA,07/02/2022,7,2022,193681,1415,81.2,1.93681,0.01415,47
