State,State_short,Max_Week_Day,Week,Year,New_Case,New_Death,Share_Vaccination,New_Case_per_100,New_Death_per_100
Kentucky,KY,2021-09-27,40,2021,19411,410,61,0.19411,0.0041
North Carolina,NC,2021-09-27,40,2021,29569,424,60.1,0.29569,0.00424
Ohio,OH,2021-09-27,40,2021,40551,453,54.3,0.40551,0.00453
South Carolina,SC,2021-09-27,40,2021,17001,468,55.4,0.17001,0.00468
California,CA,2021-09-27,40,2021,52305,709,71.9,0.52305,0.00709
Georgia,GA,2021-09-27,40,2021,24457,785,55.1,0.24457,0.00785
Florida,FL,2021-09-27,40,2021,33809,1148,67.1,0.33809,0.01148
Texas,TX,2021-09-27,40,2021,65270,1804,59.7,0.6527,0.01804
Vermont,VT,2021-10-04,41,2021,1230,10,78.4,0.0123,0.0001
Alaska,AK,2021-10-04,41,2021,5699,14,57.9,0.05699,0.00014
Rhode Island,RI,2021-10-04,41,2021,1835,15,76.2,0.01835,0.00015
New Hampshire,NH,2021-10-04,41,2021,3227,15,71.6,0.03227,0.00015
Nebraska,NE,2021-10-04,41,2021,4488,15,59.9,0.04488,0.00015
Connecticut,CT,2021-10-04,41,2021,2944,17,77.2,0.02944,0.00017
North Dakota,ND,2021-10-04,41,2021,4162,21,51.8,0.04162,0.00021
South Dakota,SD,2021-10-04,41,2021,2332,22,60.1,0.02332,0.00022
Delaware,DE,2021-10-04,41,2021,3077,25,67.3,0.03077,0.00025
Hawaii,HI,2021-10-04,41,2021,1374,36,77.3,0.01374,0.00036
Wyoming,WY,2021-10-04,41,2021,3141,45,49.3,0.03141,0.00045
Maine,ME,2021-10-04,41,2021,2675,49,74.8,0.02675,0.00049
Utah,UT,2021-10-04,41,2021,9972,56,59.8,0.09972,0.00056
New Mexico,NM,2021-10-04,41,2021,5147,58,73.3,0.05147,0.00058
Kansas,KS,2021-10-04,41,2021,6301,62,60.7,0.06301,0.00062
Mississippi,MS,2021-10-04,41,2021,4707,63,50.7,0.04707,0.00063
Montana,MT,2021-10-04,41,2021,6739,64,55.4,0.06739,0.00064
Iowa,IA,2021-10-04,41,2021,8995,91,58.6,0.08995,0.00091
Massachusetts,MA,2021-10-04,41,2021,9925,104,78.2,0.09925,0.00104
Arkansas,AR,2021-10-04,41,2021,4829,107,56.3,0.04829,0.00107
Wisconsin,WI,2021-10-04,41,2021,20603,110,61.6,0.20603,0.0011
Maryland,MD,2021-10-04,41,2021,7729,114,71.4,0.07729,0.00114
Nevada,NV,2021-10-04,41,2021,4218,122,61.6,0.04218,0.00122
New Jersey,NJ,2021-10-04,41,2021,11962,125,73.3,0.11962,0.00125
Minnesota,MN,2021-10-04,41,2021,20743,137,64,0.20743,0.00137
Colorado,CO,2021-10-04,41,2021,15529,140,66.1,0.15529,0.0014
Michigan,MI,2021-10-04,41,2021,29609,149,57.5,0.29609,0.00149
Idaho,ID,2021-10-04,41,2021,8442,158,47.8,0.08442,0.00158
Missouri,MO,2021-10-04,41,2021,9086,170,55.5,0.09086,0.0017
New York,NY,2021-10-04,41,2021,23779,170,72.2,0.23779,0.0017
Oregon,OR,2021-10-04,41,2021,9277,171,67.2,0.09277,0.00171
Louisiana,LA,2021-10-04,41,2021,5335,183,52.3,0.05335,0.00183
West Virginia,WV,2021-10-04,41,2021,8396,213,48.5,0.08396,0.00213
Arizona,AZ,2021-10-04,41,2021,16252,216,59.9,0.16252,0.00216
Oklahoma,OK,2021-10-04,41,2021,8906,224,57.4,0.08906,0.00224
Illinois,IL,2021-10-04,41,2021,18830,247,69.2,0.1883,0.00247
Alabama,AL,2021-10-04,41,2021,7621,257,53.2,0.07621,0.00257
Washington,WA,2021-10-04,41,2021,16580,257,68,0.1658,0.00257
Virginia,VA,2021-10-04,41,2021,17606,272,69.2,0.17606,0.00272
Indiana,IN,2021-10-04,41,2021,16007,289,52.8,0.16007,0.00289
Kentucky,KY,2021-10-04,41,2021,13365,312,61.6,0.13365,0.00312
Tennessee,TN,2021-10-04,41,2021,16349,315,53.3,0.16349,0.00315
South Carolina,SC,2021-10-04,41,2021,12410,370,56,0.1241,0.0037
North Carolina,NC,2021-10-04,41,2021,23162,380,61.2,0.23162,0.0038
Pennsylvania,PA,2021-10-04,41,2021,36773,419,74.1,0.36773,0.00419
Ohio,OH,2021-10-04,41,2021,35632,546,54.8,0.35632,0.00546
California,CA,2021-10-04,41,2021,43286,711,72.6,0.43286,0.00711
Florida,FL,2021-10-04,41,2021,24505,850,67.6,0.24505,0.0085
Georgia,GA,2021-10-04,41,2021,19759,880,55.6,0.19759,0.0088
Texas,TX,2021-10-04,41,2021,50016,1742,60.2,0.50016,0.01742
Rhode Island,RI,2021-10-11,42,2021,1847,7,76.8,0.01847,0.00007
Vermont,VT,2021-10-11,42,2021,1485,11,78.7,0.01485,0.00011
Maine,ME,2021-10-11,42,2021,3011,20,75.3,0.03011,0.0002
South Dakota,SD,2021-10-11,42,2021,2186,21,60.7,0.02186,0.00021
New Hampshire,NH,2021-10-11,42,2021,4165,24,72.6,0.04165,0.00024
Hawaii,HI,2021-10-11,42,2021,911,29,77.7,0.00911,0.00029
Delaware,DE,2021-10-11,42,2021,2643,35,67.8,0.02643,0.00035
Kansas,KS,2021-10-11,42,2021,5580,35,61.2,0.0558,0.00035
North Dakota,ND,2021-10-11,42,2021,3562,38,52.3,0.03562,0.00038
Wyoming,WY,2021-10-11,42,2021,2899,39,49.8,0.02899,0.00039
Alaska,AK,2021-10-11,42,2021,6091,39,58.3,0.06091,0.00039
Mississippi,MS,2021-10-11,42,2021,3339,43,51.3,0.03339,0.00043
Nebraska,NE,2021-10-11,42,2021,3786,50,60.2,0.03786,0.0005
Connecticut,CT,2021-10-11,42,2021,3130,51,77.7,0.0313,0.00051
New Mexico,NM,2021-10-11,42,2021,4831,61,73.8,0.04831,0.00061
Montana,MT,2021-10-11,42,2021,5858,64,56,0.05858,0.00064
Utah,UT,2021-10-11,42,2021,8878,73,60.2,0.08878,0.00073
Massachusetts,MA,2021-10-11,42,2021,9667,76,78.7,0.09667,0.00076
Arkansas,AR,2021-10-11,42,2021,4168,84,56.7,0.04168,0.00084
Iowa,IA,2021-10-11,42,2021,7275,94,58.9,0.07275,0.00094
Maryland,MD,2021-10-11,42,2021,6793,111,71.9,0.06793,0.00111
Minnesota,MN,2021-10-11,42,2021,19640,124,64.3,0.1964,0.00124
New Jersey,NJ,2021-10-11,42,2021,10248,130,73.8,0.10248,0.0013
Idaho,ID,2021-10-11,42,2021,8408,134,48.1,0.08408,0.00134
Nevada,NV,2021-10-11,42,2021,4626,136,62.1,0.04626,0.00136
Colorado,CO,2021-10-11,42,2021,14684,137,66.6,0.14684,0.00137
Michigan,MI,2021-10-11,42,2021,30526,137,57.5,0.30526,0.00137
Missouri,MO,2021-10-11,42,2021,7754,141,55.9,0.07754,0.00141
Wisconsin,WI,2021-10-11,42,2021,18233,141,61.9,0.18233,0.00141
Louisiana,LA,2021-10-11,42,2021,4416,147,52.7,0.04416,0.00147
Arizona,AZ,2021-10-11,42,2021,15557,150,60.3,0.15557,0.0015
Oklahoma,OK,2021-10-11,42,2021,7313,165,57.9,0.07313,0.00165
West Virginia,WV,2021-10-11,42,2021,7518,173,48.7,0.07518,0.00173
New York,NY,2021-10-11,42,2021,23397,176,72.9,0.23397,0.00176
Oregon,OR,2021-10-11,42,2021,7779,181,67.6,0.07779,0.00181
Alabama,AL,2021-10-11,42,2021,6183,214,53.5,0.06183,0.00214
Washington,WA,2021-10-11,42,2021,16047,220,68.4,0.16047,0.0022
Illinois,IL,2021-10-11,42,2021,15536,236,69.4,0.15536,0.00236
Indiana,IN,2021-10-11,42,2021,13598,248,53,0.13598,0.00248
South Carolina,SC,2021-10-11,42,2021,8803,262,56.5,0.08803,0.00262
Kentucky,KY,2021-10-11,42,2021,11697,263,62,0.11697,0.00263
Tennessee,TN,2021-10-11,42,2021,12964,286,53.7,0.12964,0.00286
North Carolina,NC,2021-10-11,42,2021,18565,293,62,0.18565,0.00293
Virginia,VA,2021-10-11,42,2021,13697,312,69.8,0.13697,0.00312
Ohio,OH,2021-10-11,42,2021,32228,508,55.1,0.32228,0.00508
Pennsylvania,PA,2021-10-11,42,2021,31152,511,75,0.31152,0.00511
Florida,FL,2021-10-11,42,2021,17913,637,68.1,0.17913,0.00637
Georgia,GA,2021-10-11,42,2021,12385,639,56,0.12385,0.00639
California,CA,2021-10-11,42,2021,38497,643,73.2,0.38497,0.00643
Texas,TX,2021-10-11,42,2021,39230,1392,60.6,0.3923,0.01392
Vermont,VT,2021-10-18,43,2021,1404,6,79.1,0.01404,0.00006
Rhode Island,RI,2021-10-18,43,2021,1506,12,77.4,0.01506,0.00012
Hawaii,HI,2021-10-18,43,2021,872,19,78.3,0.00872,0.00019
Connecticut,CT,2021-10-18,43,2021,2721,21,78.2,0.02721,0.00021
New Hampshire,NH,2021-10-18,43,2021,3205,22,73.9,0.03205,0.00022
South Dakota,SD,2021-10-18,43,2021,2195,25,61.1,0.02195,0.00025
Maine,ME,2021-10-18,43,2021,2980,27,75.8,0.0298,0.00027
Delaware,DE,2021-10-18,43,2021,2166,32,68.5,0.02166,0.00032
Nebraska,NE,2021-10-18,43,2021,2943,33,60.6,0.02943,0.00033
North Dakota,ND,2021-10-18,43,2021,3183,38,52.8,0.03183,0.00038
Kansas,KS,2021-10-18,43,2021,5028,45,61.8,0.05028,0.00045
Mississippi,MS,2021-10-18,43,2021,2795,47,51.7,0.02795,0.00047
Utah,UT,2021-10-18,43,2021,8736,54,60.7,0.08736,0.00054
New Mexico,NM,2021-10-18,43,2021,4511,56,75.5,0.04511,0.00056
Alaska,AK,2021-10-18,43,2021,4715,63,58.9,0.04715,0.00063
Wyoming,WY,2021-10-18,43,2021,2695,69,50.3,0.02695,0.00069
Arkansas,AR,2021-10-18,43,2021,3426,72,57.5,0.03426,0.00072
Massachusetts,MA,2021-10-18,43,2021,8345,80,79.4,0.08345,0.0008
Nevada,NV,2021-10-18,43,2021,4191,92,62.7,0.04191,0.00092
Maryland,MD,2021-10-18,43,2021,5687,94,72.5,0.05687,0.00094
Wisconsin,WI,2021-10-18,43,2021,12305,97,62.3,0.12305,0.00097
Iowa,IA,2021-10-18,43,2021,6195,100,59.2,0.06195,0.001
Montana,MT,2021-10-18,43,2021,5475,101,56.3,0.05475,0.00101
Oregon,OR,2021-10-18,43,2021,7674,115,68,0.07674,0.00115
Missouri,MO,2021-10-18,43,2021,6102,118,56.3,0.06102,0.00118
Minnesota,MN,2021-10-18,43,2021,13895,121,64.7,0.13895,0.00121
New Jersey,NJ,2021-10-18,43,2021,8321,128,74.3,0.08321,0.00128
Louisiana,LA,2021-10-18,43,2021,3399,132,53.5,0.03399,0.00132
Oklahoma,OK,2021-10-18,43,2021,5753,144,58.7,0.05753,0.00144
Alabama,AL,2021-10-18,43,2021,6163,145,54,0.06163,0.00145
Colorado,CO,2021-10-18,43,2021,16374,148,67.1,0.16374,0.00148
West Virginia,WV,2021-10-18,43,2021,6294,155,48.8,0.06294,0.00155
Idaho,ID,2021-10-18,43,2021,8141,157,48.6,0.08141,0.00157
Michigan,MI,2021-10-18,43,2021,24195,168,57.7,0.24195,0.00168
Illinois,IL,2021-10-18,43,2021,13299,194,69.6,0.13299,0.00194
New York,NY,2021-10-18,43,2021,20229,194,73.5,0.20229,0.00194
Washington,WA,2021-10-18,43,2021,15040,195,68.9,0.1504,0.00195
Kentucky,KY,2021-10-18,43,2021,8081,207,62.4,0.08081,0.00207
Indiana,IN,2021-10-18,43,2021,10066,218,53.4,0.10066,0.00218
Virginia,VA,2021-10-18,43,2021,10474,241,70.4,0.10474,0.00241
South Carolina,SC,2021-10-18,43,2021,6739,262,57,0.06739,0.00262
North Carolina,NC,2021-10-18,43,2021,14263,274,62.9,0.14263,0.00274
Tennessee,TN,2021-10-18,43,2021,9581,315,54.2,0.09581,0.00315
Arizona,AZ,2021-10-18,43,2021,16364,351,60.8,0.16364,0.00351
Florida,FL,2021-10-18,43,2021,16274,501,68.6,0.16274,0.00501
Pennsylvania,PA,2021-10-18,43,2021,28273,546,76.3,0.28273,0.00546
Ohio,OH,2021-10-18,43,2021,25144,628,55.5,0.25144,0.00628
Georgia,GA,2021-10-18,43,2021,8595,691,56.4,0.08595,0.00691
California,CA,2021-10-18,43,2021,38415,734,73.9,0.38415,0.00734
Texas,TX,2021-10-18,43,2021,28205,1277,60.9,0.28205,0.01277
Rhode Island,RI,2021-10-25,44,2021,1379,6,78.1,0.01379,0.00006
Vermont,VT,2021-10-25,44,2021,1312,14,79.6,0.01312,0.00014
South Dakota,SD,2021-10-25,44,2021,2174,17,62,0.02174,0.00017
Hawaii,HI,2021-10-25,44,2021,892,19,78.7,0.00892,0.00019
New Hampshire,NH,2021-10-25,44,2021,2727,22,76,0.02727,0.00022
Connecticut,CT,2021-10-25,44,2021,2357,25,79,0.02357,0.00025
Wyoming,WY,2021-10-25,44,2021,2752,25,50.8,0.02752,0.00025
Mississippi,MS,2021-10-25,44,2021,3221,25,52,0.03221,0.00025
Alaska,AK,2021-10-25,44,2021,4561,26,59.4,0.04561,0.00026
Delaware,DE,2021-10-25,44,2021,1893,27,68.8,0.01893,0.00027
Nebraska,NE,2021-10-25,44,2021,5316,37,61,0.05316,0.00037
North Dakota,ND,2021-10-25,44,2021,3532,44,53.3,0.03532,0.00044
Maine,ME,2021-10-25,44,2021,3385,45,76.6,0.03385,0.00045
New Mexico,NM,2021-10-25,44,2021,6318,63,75.7,0.06318,0.00063
Utah,UT,2021-10-25,44,2021,10987,80,61.1,0.10987,0.0008
Louisiana,LA,2021-10-25,44,2021,2840,85,53.8,0.0284,0.00085
Massachusetts,MA,2021-10-25,44,2021,9270,85,80.1,0.0927,0.00085
Oregon,OR,2021-10-25,44,2021,7527,88,68.4,0.07527,0.00088
Maryland,MD,2021-10-25,44,2021,5268,92,72.9,0.05268,0.00092
Montana,MT,2021-10-25,44,2021,5280,99,56.9,0.0528,0.00099
Alabama,AL,2021-10-25,44,2021,12195,99,54.5,0.12195,0.00099
Missouri,MO,2021-10-25,44,2021,7459,102,56.9,0.07459,0.00102
Arkansas,AR,2021-10-25,44,2021,2995,103,58,0.02995,0.00103
Nevada,NV,2021-10-25,44,2021,3645,108,63.3,0.03645,0.00108
Iowa,IA,2021-10-25,44,2021,6979,117,59.6,0.06979,0.00117
New Jersey,NJ,2021-10-25,44,2021,8993,124,75,0.08993,0.00124
Idaho,ID,2021-10-25,44,2021,6249,125,49,0.06249,0.00125
Minnesota,MN,2021-10-25,44,2021,17304,132,65.1,0.17304,0.00132
Kentucky,KY,2021-10-25,44,2021,7524,148,62.7,0.07524,0.00148
Wisconsin,WI,2021-10-25,44,2021,14945,157,62.7,0.14945,0.00157
Colorado,CO,2021-10-25,44,2021,20004,157,67.6,0.20004,0.00157
West Virginia,WV,2021-10-25,44,2021,5992,163,49,0.05992,0.00163
Washington,WA,2021-10-25,44,2021,14609,177,69.4,0.14609,0.00177
Oklahoma,OK,2021-10-25,44,2021,4964,178,59.4,0.04964,0.00178
New York,NY,2021-10-25,44,2021,20178,185,74.2,0.20178,0.00185
Tennessee,TN,2021-10-25,44,2021,7275,194,54.5,0.07275,0.00194
Michigan,MI,2021-10-25,44,2021,28080,194,58.2,0.2808,0.00194
North Carolina,NC,2021-10-25,44,2021,12684,203,64.2,0.12684,0.00203
Kansas,KS,2021-10-25,44,2021,5830,204,62.5,0.0583,0.00204
Illinois,IL,2021-10-25,44,2021,14616,206,69.6,0.14616,0.00206
Indiana,IN,2021-10-25,44,2021,10957,209,53.7,0.10957,0.00209
South Carolina,SC,2021-10-25,44,2021,5598,214,57.5,0.05598,0.00214
Virginia,VA,2021-10-25,44,2021,9675,240,71,0.09675,0.0024
Arizona,AZ,2021-10-25,44,2021,17720,302,61.2,0.1772,0.00302
Florida,FL,2021-10-25,44,2021,12316,340,69,0.12316,0.0034
Pennsylvania,PA,2021-10-25,44,2021,26943,449,77.8,0.26943,0.00449
Georgia,GA,2021-10-25,44,2021,8694,546,56.9,0.08694,0.00546
Ohio,OH,2021-10-25,44,2021,23607,572,55.8,0.23607,0.00572
California,CA,2021-10-25,44,2021,44809,635,74.5,0.44809,0.00635
Texas,TX,2021-10-25,44,2021,27055,921,61.4,0.27055,0.00921
Rhode Island,RI,2021-11-01,45,2021,1705,3,78.8,0.01705,0.00003
Vermont,VT,2021-11-01,45,2021,1793,12,80.3,0.01793,0.00012
Alaska,AK,2021-11-01,45,2021,4177,15,59.9,0.04177,0.00015
Connecticut,CT,2021-11-01,45,2021,2386,26,79.8,0.02386,0.00026
Nebraska,NE,2021-11-01,45,2021,4516,26,61.4,0.04516,0.00026
Delaware,DE,2021-11-01,45,2021,1629,28,69.5,0.01629,0.00028
North Dakota,ND,2021-11-01,45,2021,3553,29,55.5,0.03553,0.00029
Mississippi,MS,2021-11-01,45,2021,2238,31,52.4,0.02238,0.00031
South Dakota,SD,2021-11-01,45,2021,2513,32,62.9,0.02513,0.00032
New Hampshire,NH,2021-11-01,45,2021,4807,32,78.5,0.04807,0.00032
Maine,ME,2021-11-01,45,2021,3953,40,77.5,0.03953,0.0004
Hawaii,HI,2021-11-01,45,2021,698,42,79.4,0.00698,0.00042
New Mexico,NM,2021-11-01,45,2021,7533,64,72.7,0.07533,0.00064
Louisiana,LA,2021-11-01,45,2021,3378,68,54.1,0.03378,0.00068
Wyoming,WY,2021-11-01,45,2021,2392,69,51.4,0.02392,0.00069
Montana,MT,2021-11-01,45,2021,4605,69,57.4,0.04605,0.00069
Utah,UT,2021-11-01,45,2021,10722,78,61.6,0.10722,0.00078
Maryland,MD,2021-11-01,45,2021,4721,79,73.3,0.04721,0.00079
Kansas,KS,2021-11-01,45,2021,5657,80,63.1,0.05657,0.0008
Alabama,AL,2021-11-01,45,2021,4593,81,54.9,0.04593,0.00081
Nevada,NV,2021-11-01,45,2021,5841,82,63.8,0.05841,0.00082
Massachusetts,MA,2021-11-01,45,2021,9558,91,80.9,0.09558,0.00091
West Virginia,WV,2021-11-01,45,2021,5262,92,49.1,0.05262,0.00092
Iowa,IA,2021-11-01,45,2021,8275,104,60.1,0.08275,0.00104
Idaho,ID,2021-11-01,45,2021,5047,108,49.5,0.05047,0.00108
New Jersey,NJ,2021-11-01,45,2021,8841,108,75.6,0.08841,0.00108
Arkansas,AR,2021-11-01,45,2021,2985,113,58.4,0.02985,0.00113
Wisconsin,WI,2021-11-01,45,2021,17190,126,63.1,0.1719,0.00126
South Carolina,SC,2021-11-01,45,2021,4722,132,58,0.04722,0.00132
Kentucky,KY,2021-11-01,45,2021,7321,141,57.9,0.07321,0.00141
Minnesota,MN,2021-11-01,45,2021,19504,159,65.7,0.19504,0.00159
Michigan,MI,2021-11-01,45,2021,34552,161,58.6,0.34552,0.00161
North Carolina,NC,2021-11-01,45,2021,11156,168,65.3,0.11156,0.00168
Missouri,MO,2021-11-01,45,2021,7601,170,57.2,0.07601,0.0017
Washington,WA,2021-11-01,45,2021,12821,170,69.9,0.12821,0.0017
Oklahoma,OK,2021-11-01,45,2021,4107,172,60.1,0.04107,0.00172
Tennessee,TN,2021-11-01,45,2021,6786,176,54.9,0.06786,0.00176
Indiana,IN,2021-11-01,45,2021,11653,186,54.1,0.11653,0.00186
Oregon,OR,2021-11-01,45,2021,7084,190,68.8,0.07084,0.0019
New York,NY,2021-11-01,45,2021,21888,192,74.9,0.21888,0.00192
Virginia,VA,2021-11-01,45,2021,8749,207,71.7,0.08749,0.00207
Illinois,IL,2021-11-01,45,2021,17462,212,66.2,0.17462,0.00212
Colorado,CO,2021-11-01,45,2021,21079,221,68.1,0.21079,0.00221
Arizona,AZ,2021-11-01,45,2021,20417,255,61.6,0.20417,0.00255
Florida,FL,2021-11-01,45,2021,11632,292,69.5,0.11632,0.00292
California,CA,2021-11-01,45,2021,44801,333,75.1,0.44801,0.00333
Georgia,GA,2021-11-01,45,2021,6943,418,57.3,0.06943,0.00418
Pennsylvania,PA,2021-11-01,45,2021,28314,485,79.4,0.28314,0.00485
Ohio,OH,2021-11-01,45,2021,24923,540,56.1,0.24923,0.0054
Texas,TX,2021-11-01,45,2021,19766,783,61.7,0.19766,0.00783
Vermont,VT,2021-11-08,46,2021,2406,8,81.5,0.02406,0.00008
Rhode Island,RI,2021-11-08,46,2021,2070,10,80.1,0.0207,0.0001
South Dakota,SD,2021-11-08,46,2021,2348,14,63.8,0.02348,0.00014
Connecticut,CT,2021-11-08,46,2021,2781,19,81,0.02781,0.00019
Delaware,DE,2021-11-08,46,2021,1886,22,70.2,0.01886,0.00022
Maine,ME,2021-11-08,46,2021,4303,23,78.8,0.04303,0.00023
North Dakota,ND,2021-11-08,46,2021,3306,24,56.3,0.03306,0.00024
Hawaii,HI,2021-11-08,46,2021,755,25,80.3,0.00755,0.00025
New Hampshire,NH,2021-11-08,46,2021,5302,25,80.6,0.05302,0.00025
Mississippi,MS,2021-11-08,46,2021,1913,36,52.9,0.01913,0.00036
Nebraska,NE,2021-11-08,46,2021,6824,47,62.2,0.06824,0.00047
Wyoming,WY,2021-11-08,46,2021,2165,55,52.1,0.02165,0.00055
New Mexico,NM,2021-11-08,46,2021,9336,56,73.8,0.09336,0.00056
Utah,UT,2021-11-08,46,2021,10903,61,62,0.10903,0.00061
Montana,MT,2021-11-08,46,2021,3942,64,58.1,0.03942,0.00064
Louisiana,LA,2021-11-08,46,2021,2505,70,54.5,0.02505,0.0007
Massachusetts,MA,2021-11-08,46,2021,11801,72,82.2,0.11801,0.00072
Arkansas,AR,2021-11-08,46,2021,3474,79,59,0.03474,0.00079
Maryland,MD,2021-11-08,46,2021,5451,82,73.8,0.05451,0.00082
Alabama,AL,2021-11-08,46,2021,4244,84,55.2,0.04244,0.00084
Alaska,AK,2021-11-08,46,2021,3013,87,60.7,0.03013,0.00087
New Jersey,NJ,2021-11-08,46,2021,10162,89,76.8,0.10162,0.00089
West Virginia,WV,2021-11-08,46,2021,5272,92,49.3,0.05272,0.00092
Nevada,NV,2021-11-08,46,2021,4715,95,64.7,0.04715,0.00095
Iowa,IA,2021-11-08,46,2021,9157,97,60.9,0.09157,0.00097
Kentucky,KY,2021-11-08,46,2021,8994,98,58.6,0.08994,0.00098
Idaho,ID,2021-11-08,46,2021,3550,99,49.9,0.0355,0.00099
Oklahoma,OK,2021-11-08,46,2021,4833,106,60.9,0.04833,0.00106
Missouri,MO,2021-11-08,46,2021,9638,119,58.1,0.09638,0.00119
Kansas,KS,2021-11-08,46,2021,7491,123,64.1,0.07491,0.00123
North Carolina,NC,2021-11-08,46,2021,11499,127,66.7,0.11499,0.00127
Tennessee,TN,2021-11-08,46,2021,8152,131,55.5,0.08152,0.00131
Washington,WA,2021-11-08,46,2021,12233,136,70.5,0.12233,0.00136
Wisconsin,WI,2021-11-08,46,2021,21574,137,63.9,0.21574,0.00137
South Carolina,SC,2021-11-08,46,2021,4375,141,58.7,0.04375,0.00141
Illinois,IL,2021-11-08,46,2021,22600,154,66.8,0.226,0.00154
Minnesota,MN,2021-11-08,46,2021,26617,168,66.5,0.26617,0.00168
New York,NY,2021-11-08,46,2021,29236,171,75.7,0.29236,0.00171
Indiana,IN,2021-11-08,46,2021,19284,173,54.4,0.19284,0.00173
Michigan,MI,2021-11-08,46,2021,37213,181,59.4,0.37213,0.00181
Oregon,OR,2021-11-08,46,2021,6037,188,69.5,0.06037,0.00188
Virginia,VA,2021-11-08,46,2021,9210,200,72.9,0.0921,0.002
Colorado,CO,2021-11-08,46,2021,22673,213,69,0.22673,0.00213
Arizona,AZ,2021-11-08,46,2021,24856,243,62.3,0.24856,0.00243
Florida,FL,2021-11-08,46,2021,10696,249,70.2,0.10696,0.00249
Georgia,GA,2021-11-08,46,2021,6229,378,57.6,0.06229,0.00378
Pennsylvania,PA,2021-11-08,46,2021,33002,461,81.5,0.33002,0.00461
Ohio,OH,2021-11-08,46,2021,33026,576,56.8,0.33026,0.00576
California,CA,2021-11-08,46,2021,47277,584,76.4,0.47277,0.00584
Texas,TX,2021-11-08,46,2021,22149,881,62.2,0.22149,0.00881
Vermont,VT,2021-11-15,47,2021,2207,11,83.4,0.02207,0.00011
Kansas,KS,2021-11-15,47,2021,7995,16,65.1,0.07995,0.00016
Delaware,DE,2021-11-15,47,2021,2478,18,71.3,0.02478,0.00018
Rhode Island,RI,2021-11-15,47,2021,3252,18,81.8,0.03252,0.00018
South Dakota,SD,2021-11-15,47,2021,3032,24,65.2,0.03032,0.00024
Hawaii,HI,2021-11-15,47,2021,982,25,81.2,0.00982,0.00025
Mississippi,MS,2021-11-15,47,2021,2279,26,53.4,0.02279,0.00026
Alaska,AK,2021-11-15,47,2021,2882,31,61.9,0.02882,0.00031
Oklahoma,OK,2021-11-15,47,2021,5961,35,61.8,0.05961,0.00035
North Dakota,ND,2021-11-15,47,2021,3388,37,57,0.03388,0.00037
New Hampshire,NH,2021-11-15,47,2021,6187,40,84,0.06187,0.0004
Connecticut,CT,2021-11-15,47,2021,5168,41,82.5,0.05168,0.00041
Maine,ME,2021-11-15,47,2021,6060,41,80.6,0.0606,0.00041
Alabama,AL,2021-11-15,47,2021,3761,47,55.9,0.03761,0.00047
Wyoming,WY,2021-11-15,47,2021,1835,49,52.9,0.01835,0.00049
Arkansas,AR,2021-11-15,47,2021,4413,50,59.9,0.04413,0.0005
Nebraska,NE,2021-11-15,47,2021,6461,60,63.2,0.06461,0.0006
Maryland,MD,2021-11-15,47,2021,6207,62,74.5,0.06207,0.00062
Louisiana,LA,2021-11-15,47,2021,2976,64,55,0.02976,0.00064
Montana,MT,2021-11-15,47,2021,3619,68,59,0.03619,0.00068
Utah,UT,2021-11-15,47,2021,11422,81,63.6,0.11422,0.00081
New Jersey,NJ,2021-11-15,47,2021,13661,81,78,0.13661,0.00081
New Mexico,NM,2021-11-15,47,2021,9859,94,75.3,0.09859,0.00094
Kentucky,KY,2021-11-15,47,2021,10453,97,59.5,0.10453,0.00097
Idaho,ID,2021-11-15,47,2021,3447,101,50.3,0.03447,0.00101
Iowa,IA,2021-11-15,47,2021,10073,102,61.8,0.10073,0.00102
Massachusetts,MA,2021-11-15,47,2021,17452,109,84.1,0.17452,0.00109
Nevada,NV,2021-11-15,47,2021,4755,110,65.4,0.04755,0.0011
South Carolina,SC,2021-11-15,47,2021,5079,110,59.5,0.05079,0.0011
West Virginia,WV,2021-11-15,47,2021,5842,116,53.8,0.05842,0.00116
North Carolina,NC,2021-11-15,47,2021,13808,116,68.5,0.13808,0.00116
Wisconsin,WI,2021-11-15,47,2021,24494,137,65,0.24494,0.00137
Indiana,IN,2021-11-15,47,2021,19875,159,55.1,0.19875,0.00159
Minnesota,MN,2021-11-15,47,2021,29578,159,67.9,0.29578,0.00159
Oregon,OR,2021-11-15,47,2021,5888,164,70.5,0.05888,0.00164
Virginia,VA,2021-11-15,47,2021,10961,167,74.3,0.10961,0.00167
New York,NY,2021-11-15,47,2021,34694,168,76.9,0.34694,0.00168
Tennessee,TN,2021-11-15,47,2021,9377,171,56.2,0.09377,0.00171
Illinois,IL,2021-11-15,47,2021,28280,171,67.4,0.2828,0.00171
Washington,WA,2021-11-15,47,2021,11602,176,71.8,0.11602,0.00176
Florida,FL,2021-11-15,47,2021,11393,194,71,0.11393,0.00194
Missouri,MO,2021-11-15,47,2021,10713,201,58.9,0.10713,0.00201
Colorado,CO,2021-11-15,47,2021,22156,258,70.3,0.22156,0.00258
Michigan,MI,2021-11-15,47,2021,61551,258,60.3,0.61551,0.00258
Arizona,AZ,2021-11-15,47,2021,26916,288,63.3,0.26916,0.00288
Georgia,GA,2021-11-15,47,2021,7384,301,58.4,0.07384,0.00301
Ohio,OH,2021-11-15,47,2021,38210,420,57.6,0.3821,0.0042
