State,State_short,Max_Week_Day,Week,Year,New_Case,New_Death,Share_Vaccination,New_Case_per_100,New_Death_per_100
Alabama,AL,2020-01-20,4,2020,0,0,0,0,0
Alaska,AK,2020-01-20,4,2020,0,0,0,0,0
Arizona,AZ,2020-01-20,4,2020,0,0,0,0,0
Arkansas,AR,2020-01-20,4,2020,0,0,0,0,0
California,CA,2020-01-20,4,2020,0,0,0,0,0
Colorado,CO,2020-01-20,4,2020,0,0,0,0,0
Connecticut,CT,2020-01-20,4,2020,0,0,0,0,0
Delaware,DE,2020-01-20,4,2020,0,0,0,0,0
Florida,FL,2020-01-20,4,2020,0,0,0,0,0
Georgia,GA,2020-01-20,4,2020,0,0,0,0,0
Hawaii,HI,2020-01-20,4,2020,0,0,0,0,0
Idaho,ID,2020-01-20,4,2020,0,0,0,0,0
Indiana,IN,2020-01-20,4,2020,0,0,0,0,0
Iowa,IA,2020-01-20,4,2020,0,0,0,0,0
Kansas,KS,2020-01-20,4,2020,0,0,0,0,0
Kentucky,KY,2020-01-20,4,2020,0,0,0,0,0
Louisiana,LA,2020-01-20,4,2020,0,0,0,0,0
Maine,ME,2020-01-20,4,2020,0,0,0,0,0
Maryland,MD,2020-01-20,4,2020,0,0,0,0,0
Massachusetts,MA,2020-01-20,4,2020,0,0,0,0,0
Michigan,MI,2020-01-20,4,2020,0,0,0,0,0
Minnesota,MN,2020-01-20,4,2020,0,0,0,0,0
Mississippi,MS,2020-01-20,4,2020,0,0,0,0,0
Missouri,MO,2020-01-20,4,2020,0,0,0,0,0
Montana,MT,2020-01-20,4,2020,0,0,0,0,0
Nebraska,NE,2020-01-20,4,2020,0,0,0,0,0
Nevada,NV,2020-01-20,4,2020,0,0,0,0,0
New Hampshire,NH,2020-01-20,4,2020,0,0,0,0,0
New Jersey,NJ,2020-01-20,4,2020,0,0,0,0,0
New Mexico,NM,2020-01-20,4,2020,0,0,0,0,0
New York,NY,2020-01-20,4,2020,0,0,0,0,0
North Carolina,NC,2020-01-20,4,2020,0,0,0,0,0
North Dakota,ND,2020-01-20,4,2020,0,0,0,0,0
Ohio,OH,2020-01-20,4,2020,0,0,0,0,0
Oklahoma,OK,2020-01-20,4,2020,0,0,0,0,0
Oregon,OR,2020-01-20,4,2020,0,0,0,0,0
Pennsylvania,PA,2020-01-20,4,2020,0,0,0,0,0
Rhode Island,RI,2020-01-20,4,2020,0,0,0,0,0
South Carolina,SC,2020-01-20,4,2020,0,0,0,0,0
South Dakota,SD,2020-01-20,4,2020,0,0,0,0,0
Tennessee,TN,2020-01-20,4,2020,0,0,0,0,0
Texas,TX,2020-01-20,4,2020,0,0,0,0,0
Utah,UT,2020-01-20,4,2020,0,0,0,0,0
Vermont,VT,2020-01-20,4,2020,0,0,0,0,0
Virginia,VA,2020-01-20,4,2020,0,0,0,0,0
West Virginia,WV,2020-01-20,4,2020,0,0,0,0,0
Wisconsin,WI,2020-01-20,4,2020,0,0,0,0,0
Wyoming,WY,2020-01-20,4,2020,0,0,0,0,0
Illinois,IL,2020-01-20,4,2020,1,0,0,0.00001,0
Washington,WA,2020-01-20,4,2020,1,0,0,0.00001,0
Alabama,AL,2020-01-27,5,2020,0,0,0,0,0
Alaska,AK,2020-01-27,5,2020,0,0,0,0,0
Arkansas,AR,2020-01-27,5,2020,0,0,0,0,0
California,CA,2020-01-27,5,2020,0,0,0,0,0
Colorado,CO,2020-01-27,5,2020,0,0,0,0,0
Connecticut,CT,2020-01-27,5,2020,0,0,0,0,0
Delaware,DE,2020-01-27,5,2020,0,0,0,0,0
Florida,FL,2020-01-27,5,2020,0,0,0,0,0
Georgia,GA,2020-01-27,5,2020,0,0,0,0,0
Hawaii,HI,2020-01-27,5,2020,0,0,0,0,0
Idaho,ID,2020-01-27,5,2020,0,0,0,0,0
Indiana,IN,2020-01-27,5,2020,0,0,0,0,0
Iowa,IA,2020-01-27,5,2020,0,0,0,0,0
Kansas,KS,2020-01-27,5,2020,0,0,0,0,0
Kentucky,KY,2020-01-27,5,2020,0,0,0,0,0
Louisiana,LA,2020-01-27,5,2020,0,0,0,0,0
Maine,ME,2020-01-27,5,2020,0,0,0,0,0
Maryland,MD,2020-01-27,5,2020,0,0,0,0,0
Michigan,MI,2020-01-27,5,2020,0,0,0,0,0
Minnesota,MN,2020-01-27,5,2020,0,0,0,0,0
Mississippi,MS,2020-01-27,5,2020,0,0,0,0,0
Missouri,MO,2020-01-27,5,2020,0,0,0,0,0
Montana,MT,2020-01-27,5,2020,0,0,0,0,0
Nebraska,NE,2020-01-27,5,2020,0,0,0,0,0
Nevada,NV,2020-01-27,5,2020,0,0,0,0,0
New Hampshire,NH,2020-01-27,5,2020,0,0,0,0,0
New Jersey,NJ,2020-01-27,5,2020,0,0,0,0,0
New Mexico,NM,2020-01-27,5,2020,0,0,0,0,0
New York,NY,2020-01-27,5,2020,0,0,0,0,0
North Carolina,NC,2020-01-27,5,2020,0,0,0,0,0
North Dakota,ND,2020-01-27,5,2020,0,0,0,0,0
Ohio,OH,2020-01-27,5,2020,0,0,0,0,0
Oklahoma,OK,2020-01-27,5,2020,0,0,0,0,0
Oregon,OR,2020-01-27,5,2020,0,0,0,0,0
Pennsylvania,PA,2020-01-27,5,2020,0,0,0,0,0
Rhode Island,RI,2020-01-27,5,2020,0,0,0,0,0
South Carolina,SC,2020-01-27,5,2020,0,0,0,0,0
South Dakota,SD,2020-01-27,5,2020,0,0,0,0,0
Tennessee,TN,2020-01-27,5,2020,0,0,0,0,0
Texas,TX,2020-01-27,5,2020,0,0,0,0,0
Utah,UT,2020-01-27,5,2020,0,0,0,0,0
Vermont,VT,2020-01-27,5,2020,0,0,0,0,0
Virginia,VA,2020-01-27,5,2020,0,0,0,0,0
Washington,WA,2020-01-27,5,2020,0,0,0,0,0
West Virginia,WV,2020-01-27,5,2020,0,0,0,0,0
Wisconsin,WI,2020-01-27,5,2020,0,0,0,0,0
Wyoming,WY,2020-01-27,5,2020,0,0,0,0,0
Arizona,AZ,2020-01-27,5,2020,1,0,0,0.00001,0
Illinois,IL,2020-01-27,5,2020,1,0,0,0.00001,0
Massachusetts,MA,2020-01-27,5,2020,1,0,0,0.00001,0
Alabama,AL,2020-02-03,6,2020,0,0,0,0,0
Alaska,AK,2020-02-03,6,2020,0,0,0,0,0
Arizona,AZ,2020-02-03,6,2020,0,0,0,0,0
Arkansas,AR,2020-02-03,6,2020,0,0,0,0,0
Colorado,CO,2020-02-03,6,2020,0,0,0,0,0
Connecticut,CT,2020-02-03,6,2020,0,0,0,0,0
Delaware,DE,2020-02-03,6,2020,0,0,0,0,0
Florida,FL,2020-02-03,6,2020,0,0,0,0,0
Georgia,GA,2020-02-03,6,2020,0,0,0,0,0
Hawaii,HI,2020-02-03,6,2020,0,0,0,0,0
Idaho,ID,2020-02-03,6,2020,0,0,0,0,0
Illinois,IL,2020-02-03,6,2020,0,0,0,0,0
Indiana,IN,2020-02-03,6,2020,0,0,0,0,0
Iowa,IA,2020-02-03,6,2020,0,0,0,0,0
Kansas,KS,2020-02-03,6,2020,0,0,0,0,0
Kentucky,KY,2020-02-03,6,2020,0,0,0,0,0
Louisiana,LA,2020-02-03,6,2020,0,0,0,0,0
Maine,ME,2020-02-03,6,2020,0,0,0,0,0
Maryland,MD,2020-02-03,6,2020,0,0,0,0,0
Massachusetts,MA,2020-02-03,6,2020,0,0,0,0,0
Michigan,MI,2020-02-03,6,2020,0,0,0,0,0
Minnesota,MN,2020-02-03,6,2020,0,0,0,0,0
Mississippi,MS,2020-02-03,6,2020,0,0,0,0,0
Missouri,MO,2020-02-03,6,2020,0,0,0,0,0
Montana,MT,2020-02-03,6,2020,0,0,0,0,0
Nebraska,NE,2020-02-03,6,2020,0,0,0,0,0
Nevada,NV,2020-02-03,6,2020,0,0,0,0,0
New Hampshire,NH,2020-02-03,6,2020,0,0,0,0,0
New Jersey,NJ,2020-02-03,6,2020,0,0,0,0,0
New Mexico,NM,2020-02-03,6,2020,0,0,0,0,0
New York,NY,2020-02-03,6,2020,0,0,0,0,0
North Carolina,NC,2020-02-03,6,2020,0,0,0,0,0
North Dakota,ND,2020-02-03,6,2020,0,0,0,0,0
Ohio,OH,2020-02-03,6,2020,0,0,0,0,0
Oregon,OR,2020-02-03,6,2020,0,0,0,0,0
Pennsylvania,PA,2020-02-03,6,2020,0,0,0,0,0
Rhode Island,RI,2020-02-03,6,2020,0,0,0,0,0
South Carolina,SC,2020-02-03,6,2020,0,0,0,0,0
South Dakota,SD,2020-02-03,6,2020,0,0,0,0,0
Tennessee,TN,2020-02-03,6,2020,0,0,0,0,0
Texas,TX,2020-02-03,6,2020,0,0,0,0,0
Utah,UT,2020-02-03,6,2020,0,0,0,0,0
Vermont,VT,2020-02-03,6,2020,0,0,0,0,0
Virginia,VA,2020-02-03,6,2020,0,0,0,0,0
Washington,WA,2020-02-03,6,2020,0,0,0,0,0
West Virginia,WV,2020-02-03,6,2020,0,0,0,0,0
Wisconsin,WI,2020-02-03,6,2020,0,0,0,0,0
Wyoming,WY,2020-02-03,6,2020,0,0,0,0,0
Oklahoma,OK,2020-02-03,6,2020,1,0,0,0.00001,0
California,CA,2020-02-03,6,2020,6,0,0,0.00006,0
Alabama,AL,2020-02-10,7,2020,0,0,0,0,0
Alaska,AK,2020-02-10,7,2020,0,0,0,0,0
Arizona,AZ,2020-02-10,7,2020,0,0,0,0,0
Arkansas,AR,2020-02-10,7,2020,0,0,0,0,0
Colorado,CO,2020-02-10,7,2020,0,0,0,0,0
Connecticut,CT,2020-02-10,7,2020,0,0,0,0,0
Delaware,DE,2020-02-10,7,2020,0,0,0,0,0
Florida,FL,2020-02-10,7,2020,0,0,0,0,0
Georgia,GA,2020-02-10,7,2020,0,0,0,0,0
Hawaii,HI,2020-02-10,7,2020,0,0,0,0,0
Idaho,ID,2020-02-10,7,2020,0,0,0,0,0
Illinois,IL,2020-02-10,7,2020,0,0,0,0,0
Indiana,IN,2020-02-10,7,2020,0,0,0,0,0
Iowa,IA,2020-02-10,7,2020,0,0,0,0,0
Kansas,KS,2020-02-10,7,2020,0,0,0,0,0
Kentucky,KY,2020-02-10,7,2020,0,0,0,0,0
Louisiana,LA,2020-02-10,7,2020,0,0,0,0,0
Maine,ME,2020-02-10,7,2020,0,0,0,0,0
Maryland,MD,2020-02-10,7,2020,0,0,0,0,0
Massachusetts,MA,2020-02-10,7,2020,0,0,0,0,0
Michigan,MI,2020-02-10,7,2020,0,0,0,0,0
Minnesota,MN,2020-02-10,7,2020,0,0,0,0,0
Mississippi,MS,2020-02-10,7,2020,0,0,0,0,0
Missouri,MO,2020-02-10,7,2020,0,0,0,0,0
Montana,MT,2020-02-10,7,2020,0,0,0,0,0
Nebraska,NE,2020-02-10,7,2020,0,0,0,0,0
Nevada,NV,2020-02-10,7,2020,0,0,0,0,0
New Hampshire,NH,2020-02-10,7,2020,0,0,0,0,0
New Jersey,NJ,2020-02-10,7,2020,0,0,0,0,0
New Mexico,NM,2020-02-10,7,2020,0,0,0,0,0
New York,NY,2020-02-10,7,2020,0,0,0,0,0
North Carolina,NC,2020-02-10,7,2020,0,0,0,0,0
North Dakota,ND,2020-02-10,7,2020,0,0,0,0,0
Ohio,OH,2020-02-10,7,2020,0,0,0,0,0
Oklahoma,OK,2020-02-10,7,2020,0,0,0,0,0
Oregon,OR,2020-02-10,7,2020,0,0,0,0,0
Pennsylvania,PA,2020-02-10,7,2020,0,0,0,0,0
Rhode Island,RI,2020-02-10,7,2020,0,0,0,0,0
South Carolina,SC,2020-02-10,7,2020,0,0,0,0,0
South Dakota,SD,2020-02-10,7,2020,0,0,0,0,0
Tennessee,TN,2020-02-10,7,2020,0,0,0,0,0
Texas,TX,2020-02-10,7,2020,0,0,0,0,0
Utah,UT,2020-02-10,7,2020,0,0,0,0,0
Vermont,VT,2020-02-10,7,2020,0,0,0,0,0
Virginia,VA,2020-02-10,7,2020,0,0,0,0,0
Washington,WA,2020-02-10,7,2020,0,0,0,0,0
West Virginia,WV,2020-02-10,7,2020,0,0,0,0,0
Wisconsin,WI,2020-02-10,7,2020,0,0,0,0,0
Wyoming,WY,2020-02-10,7,2020,0,0,0,0,0
California,CA,2020-02-10,7,2020,2,0,0,0.00002,0
Alabama,AL,2020-02-17,8,2020,0,0,0,0,0
Alaska,AK,2020-02-17,8,2020,0,0,0,0,0
Arizona,AZ,2020-02-17,8,2020,0,0,0,0,0
Arkansas,AR,2020-02-17,8,2020,0,0,0,0,0
Colorado,CO,2020-02-17,8,2020,0,0,0,0,0
Connecticut,CT,2020-02-17,8,2020,0,0,0,0,0
Delaware,DE,2020-02-17,8,2020,0,0,0,0,0
Florida,FL,2020-02-17,8,2020,0,0,0,0,0
Georgia,GA,2020-02-17,8,2020,0,0,0,0,0
Hawaii,HI,2020-02-17,8,2020,0,0,0,0,0
Idaho,ID,2020-02-17,8,2020,0,0,0,0,0
Illinois,IL,2020-02-17,8,2020,0,0,0,0,0
Indiana,IN,2020-02-17,8,2020,0,0,0,0,0
Iowa,IA,2020-02-17,8,2020,0,0,0,0,0
Kansas,KS,2020-02-17,8,2020,0,0,0,0,0
Kentucky,KY,2020-02-17,8,2020,0,0,0,0,0
Louisiana,LA,2020-02-17,8,2020,0,0,0,0,0
Maine,ME,2020-02-17,8,2020,0,0,0,0,0
Maryland,MD,2020-02-17,8,2020,0,0,0,0,0
Massachusetts,MA,2020-02-17,8,2020,0,0,0,0,0
Michigan,MI,2020-02-17,8,2020,0,0,0,0,0
Minnesota,MN,2020-02-17,8,2020,0,0,0,0,0
Mississippi,MS,2020-02-17,8,2020,0,0,0,0,0
Missouri,MO,2020-02-17,8,2020,0,0,0,0,0
Montana,MT,2020-02-17,8,2020,0,0,0,0,0
Nebraska,NE,2020-02-17,8,2020,0,0,0,0,0
Nevada,NV,2020-02-17,8,2020,0,0,0,0,0
New Hampshire,NH,2020-02-17,8,2020,0,0,0,0,0
New Jersey,NJ,2020-02-17,8,2020,0,0,0,0,0
New Mexico,NM,2020-02-17,8,2020,0,0,0,0,0
New York,NY,2020-02-17,8,2020,0,0,0,0,0
North Carolina,NC,2020-02-17,8,2020,0,0,0,0,0
North Dakota,ND,2020-02-17,8,2020,0,0,0,0,0
Ohio,OH,2020-02-17,8,2020,0,0,0,0,0
Oregon,OR,2020-02-17,8,2020,0,0,0,0,0
Pennsylvania,PA,2020-02-17,8,2020,0,0,0,0,0
Rhode Island,RI,2020-02-17,8,2020,0,0,0,0,0
South Carolina,SC,2020-02-17,8,2020,0,0,0,0,0
South Dakota,SD,2020-02-17,8,2020,0,0,0,0,0
Tennessee,TN,2020-02-17,8,2020,0,0,0,0,0
Texas,TX,2020-02-17,8,2020,0,0,0,0,0
Utah,UT,2020-02-17,8,2020,0,0,0,0,0
Vermont,VT,2020-02-17,8,2020,0,0,0,0,0
Virginia,VA,2020-02-17,8,2020,0,0,0,0,0
Washington,WA,2020-02-17,8,2020,0,0,0,0,0
West Virginia,WV,2020-02-17,8,2020,0,0,0,0,0
Wisconsin,WI,2020-02-17,8,2020,0,0,0,0,0
Wyoming,WY,2020-02-17,8,2020,0,0,0,0,0
Oklahoma,OK,2020-02-17,8,2020,9,0,0,0.00009,0
California,CA,2020-02-17,8,2020,13,0,0,0.00013,0
Alaska,AK,2020-02-24,9,2020,0,0,0,0,0
Arizona,AZ,2020-02-24,9,2020,0,0,0,0,0
Arkansas,AR,2020-02-24,9,2020,0,0,0,0,0
Colorado,CO,2020-02-24,9,2020,0,0,0,0,0
Connecticut,CT,2020-02-24,9,2020,0,0,0,0,0
Delaware,DE,2020-02-24,9,2020,0,0,0,0,0
Florida,FL,2020-02-24,9,2020,0,0,0,0,0
Hawaii,HI,2020-02-24,9,2020,0,0,0,0,0
Idaho,ID,2020-02-24,9,2020,0,0,0,0,0
Illinois,IL,2020-02-24,9,2020,0,0,0,0,0
Indiana,IN,2020-02-24,9,2020,0,0,0,0,0
Iowa,IA,2020-02-24,9,2020,0,0,0,0,0
Kansas,KS,2020-02-24,9,2020,0,0,0,0,0
Kentucky,KY,2020-02-24,9,2020,0,0,0,0,0
Louisiana,LA,2020-02-24,9,2020,0,0,0,0,0
Maine,ME,2020-02-24,9,2020,0,0,0,0,0
Maryland,MD,2020-02-24,9,2020,0,0,0,0,0
Massachusetts,MA,2020-02-24,9,2020,0,0,0,0,0
Michigan,MI,2020-02-24,9,2020,0,0,0,0,0
Minnesota,MN,2020-02-24,9,2020,0,0,0,0,0
Mississippi,MS,2020-02-24,9,2020,0,0,0,0,0
Missouri,MO,2020-02-24,9,2020,0,0,0,0,0
Montana,MT,2020-02-24,9,2020,0,0,0,0,0
Nebraska,NE,2020-02-24,9,2020,0,0,0,0,0
Nevada,NV,2020-02-24,9,2020,0,0,0,0,0
New Hampshire,NH,2020-02-24,9,2020,0,0,0,0,0
New Jersey,NJ,2020-02-24,9,2020,0,0,0,0,0
New Mexico,NM,2020-02-24,9,2020,0,0,0,0,0
New York,NY,2020-02-24,9,2020,0,0,0,0,0
North Carolina,NC,2020-02-24,9,2020,0,0,0,0,0
North Dakota,ND,2020-02-24,9,2020,0,0,0,0,0
Ohio,OH,2020-02-24,9,2020,0,0,0,0,0
Pennsylvania,PA,2020-02-24,9,2020,0,0,0,0,0
Rhode Island,RI,2020-02-24,9,2020,0,0,0,0,0
South Carolina,SC,2020-02-24,9,2020,0,0,0,0,0
South Dakota,SD,2020-02-24,9,2020,0,0,0,0,0
Tennessee,TN,2020-02-24,9,2020,0,0,0,0,0
Texas,TX,2020-02-24,9,2020,0,0,0,0,0
Utah,UT,2020-02-24,9,2020,0,0,0,0,0
Vermont,VT,2020-02-24,9,2020,0,0,0,0,0
Virginia,VA,2020-02-24,9,2020,0,0,0,0,0
West Virginia,WV,2020-02-24,9,2020,0,0,0,0,0
Wisconsin,WI,2020-02-24,9,2020,0,0,0,0,0
Wyoming,WY,2020-02-24,9,2020,0,0,0,0,0
Oregon,OR,2020-02-24,9,2020,1,0,0,0.00001,0
Georgia,GA,2020-02-24,9,2020,2,0,0,0.00002,0
California,CA,2020-02-24,9,2020,13,0,0,0.00013,0
Oklahoma,OK,2020-02-24,9,2020,18,0,0,0.00018,0
Alabama,AL,2020-02-24,9,2020,0,1,0,0,0.00001
Washington,WA,2020-02-24,9,2020,0,1,0,0,0.00001
Alabama,AL,2020-03-02,10,2020,0,0,0,0,0
Alaska,AK,2020-03-02,10,2020,0,0,0,0,0
Arkansas,AR,2020-03-02,10,2020,0,0,0,0,0
Connecticut,CT,2020-03-02,10,2020,0,0,0,0,0
Delaware,DE,2020-03-02,10,2020,0,0,0,0,0
Idaho,ID,2020-03-02,10,2020,0,0,0,0,0
Iowa,IA,2020-03-02,10,2020,0,0,0,0,0
Kansas,KS,2020-03-02,10,2020,0,0,0,0,0
Louisiana,LA,2020-03-02,10,2020,0,0,0,0,0
Maine,ME,2020-03-02,10,2020,0,0,0,0,0
Montana,MT,2020-03-02,10,2020,0,0,0,0,0
New Mexico,NM,2020-03-02,10,2020,0,0,0,0,0
North Dakota,ND,2020-03-02,10,2020,0,0,0,0,0
Ohio,OH,2020-03-02,10,2020,0,0,0,0,0
South Dakota,SD,2020-03-02,10,2020,0,0,0,0,0
Tennessee,TN,2020-03-02,10,2020,0,0,0,0,0
Utah,UT,2020-03-02,10,2020,0,0,0,0,0
Vermont,VT,2020-03-02,10,2020,0,0,0,0,0
Virginia,VA,2020-03-02,10,2020,0,0,0,0,0
West Virginia,WV,2020-03-02,10,2020,0,0,0,0,0
Wyoming,WY,2020-03-02,10,2020,0,0,0,0,0
Hawaii,HI,2020-03-02,10,2020,1,0,0,0.00001,0
Indiana,IN,2020-03-02,10,2020,1,0,0,0.00001,0
Minnesota,MN,2020-03-02,10,2020,1,0,0,0.00001,0
Nebraska,NE,2020-03-02,10,2020,1,0,0,0.00001,0
Wisconsin,WI,2020-03-02,10,2020,1,0,0,0.00001,0
Kentucky,KY,2020-03-02,10,2020,2,0,0,0.00002,0
Missouri,MO,2020-03-02,10,2020,2,0,0,0.00002,0
Nevada,NV,2020-03-02,10,2020,2,0,0,0.00002,0
New Hampshire,NH,2020-03-02,10,2020,2,0,0,0.00002,0
North Carolina,NC,2020-03-02,10,2020,2,0,0,0.00002,0
Pennsylvania,PA,2020-03-02,10,2020,2,0,0,0.00002,0
Rhode Island,RI,2020-03-02,10,2020,2,0,0,0.00002,0
South Carolina,SC,2020-03-02,10,2020,2,0,0,0.00002,0
Maryland,MD,2020-03-02,10,2020,3,0,0,0.00003,0
Arizona,AZ,2020-03-02,10,2020,4,0,0,0.00004,0
Illinois,IL,2020-03-02,10,2020,4,0,0,0.00004,0
Texas,TX,2020-03-02,10,2020,5,0,0,0.00005,0
New Jersey,NJ,2020-03-02,10,2020,6,0,0,0.00006,0
Oregon,OR,2020-03-02,10,2020,6,0,0,0.00006,0
Massachusetts,MA,2020-03-02,10,2020,8,0,0,0.00008,0
Colorado,CO,2020-03-02,10,2020,9,0,0,0.00009,0
Georgia,GA,2020-03-02,10,2020,9,0,0,0.00009,0
New York,NY,2020-03-02,10,2020,28,0,0,0.00028,0
Oklahoma,OK,2020-03-02,10,2020,49,0,0,0.00049,0
California,CA,2020-03-02,10,2020,54,1,0,0.00054,0.00001
Michigan,MI,2020-03-02,10,2020,189,1,0,0.00189,0.00001
Mississippi,MS,2020-03-02,10,2020,28,2,0,0.00028,0.00002
Florida,FL,2020-03-02,10,2020,12,4,0,0.00012,0.00004
Washington,WA,2020-03-02,10,2020,83,15,0,0.00083,0.00015
West Virginia,WV,2020-03-09,11,2020,0,0,0,0,0
Alaska,AK,2020-03-09,11,2020,1,0,0,0.00001,0
Idaho,ID,2020-03-09,11,2020,1,0,0,0.00001,0
Montana,MT,2020-03-09,11,2020,1,0,0,0.00001,0
North Dakota,ND,2020-03-09,11,2020,1,0,0,0.00001,0
Tennessee,TN,2020-03-09,11,2020,1,0,0,0.00001,0
Wyoming,WY,2020-03-09,11,2020,2,0,0,0.00002,0
Delaware,DE,2020-03-09,11,2020,4,0,0,0.00004,0
New Hampshire,NH,2020-03-09,11,2020,4,0,0,0.00004,0
Vermont,VT,2020-03-09,11,2020,4,0,0,0.00004,0
Ohio,OH,2020-03-09,11,2020,5,0,0,0.00005,0
Hawaii,HI,2020-03-09,11,2020,6,0,0,0.00006,0
Utah,UT,2020-03-09,11,2020,6,0,0,0.00006,0
Arizona,AZ,2020-03-09,11,2020,7,0,0,0.00007,0
Connecticut,CT,2020-03-09,11,2020,7,0,0,0.00007,0
New Mexico,NM,2020-03-09,11,2020,7,0,0,0.00007,0
Nevada,NV,2020-03-09,11,2020,9,0,0,0.00009,0
Indiana,IN,2020-03-09,11,2020,11,0,0,0.00011,0
Maine,ME,2020-03-09,11,2020,11,0,0,0.00011,0
Arkansas,AR,2020-03-09,11,2020,12,0,0,0.00012,0
Minnesota,MN,2020-03-09,11,2020,13,0,0,0.00013,0
Nebraska,NE,2020-03-09,11,2020,14,0,0,0.00014,0
Alabama,AL,2020-03-09,11,2020,15,0,0,0.00015,0
Kentucky,KY,2020-03-09,11,2020,15,0,0,0.00015,0
Iowa,IA,2020-03-09,11,2020,16,0,0,0.00016,0
Oregon,OR,2020-03-09,11,2020,17,0,0,0.00017,0
Rhode Island,RI,2020-03-09,11,2020,17,0,0,0.00017,0
Texas,TX,2020-03-09,11,2020,17,0,0,0.00017,0
South Carolina,SC,2020-03-09,11,2020,18,0,0,0.00018,0
Wisconsin,WI,2020-03-09,11,2020,18,0,0,0.00018,0
Maryland,MD,2020-03-09,11,2020,23,0,0,0.00023,0
Missouri,MO,2020-03-09,11,2020,24,0,0,0.00024,0
Illinois,IL,2020-03-09,11,2020,26,0,0,0.00026,0
Virginia,VA,2020-03-09,11,2020,29,0,0,0.00029,0
Louisiana,LA,2020-03-09,11,2020,33,0,0,0.00033,0
Pennsylvania,PA,2020-03-09,11,2020,50,0,0,0.0005,0
Colorado,CO,2020-03-09,11,2020,71,0,0,0.00071,0
Massachusetts,MA,2020-03-09,11,2020,100,0,0,0.001,0
Oklahoma,OK,2020-03-09,11,2020,196,0,0,0.00196,0
New York,NY,2020-03-09,11,2020,283,0,0,0.00283,0
Kansas,KS,2020-03-09,11,2020,7,1,0,0.00007,0.00001
South Dakota,SD,2020-03-09,11,2020,9,1,0,0.00009,0.00001
North Carolina,NC,2020-03-09,11,2020,20,1,0,0.0002,0.00001
New Jersey,NJ,2020-03-09,11,2020,38,1,0,0.00038,0.00001
Georgia,GA,2020-03-09,11,2020,128,1,0,0.00128,0.00001
Michigan,MI,2020-03-09,11,2020,1593,1,0,0.01593,0.00001
California,CA,2020-03-09,11,2020,200,2,0,0.002,0.00002
Florida,FL,2020-03-09,11,2020,79,3,0,0.00079,0.00003
Mississippi,MS,2020-03-09,11,2020,207,21,0,0.00207,0.00021
Washington,WA,2020-03-09,11,2020,485,24,0,0.00485,0.00024
South Dakota,SD,2020-03-16,12,2020,5,0,0,0.00005,0
West Virginia,WV,2020-03-16,12,2020,12,0,0,0.00012,0
Wyoming,WY,2020-03-16,12,2020,22,0,0,0.00022,0
Montana,MT,2020-03-16,12,2020,26,0,0,0.00026,0
North Dakota,ND,2020-03-16,12,2020,27,0,0,0.00027,0
Nebraska,NE,2020-03-16,12,2020,29,0,0,0.00029,0
Delaware,DE,2020-03-16,12,2020,41,0,0,0.00041,0
Idaho,ID,2020-03-16,12,2020,41,0,0,0.00041,0
New Mexico,NM,2020-03-16,12,2020,50,0,0,0.0005,0
Hawaii,HI,2020-03-16,12,2020,52,0,0,0.00052,0
Iowa,IA,2020-03-16,12,2020,52,0,0,0.00052,0
Rhode Island,RI,2020-03-16,12,2020,52,0,0,0.00052,0
Maine,ME,2020-03-16,12,2020,59,0,0,0.00059,0
New Hampshire,NH,2020-03-16,12,2020,59,0,0,0.00059,0
Arkansas,AR,2020-03-16,12,2020,106,0,0,0.00106,0
Indiana,IN,2020-03-16,12,2020,114,0,0,0.00114,0
Utah,UT,2020-03-16,12,2020,119,0,0,0.00119,0
North Carolina,NC,2020-03-16,12,2020,186,0,0,0.00186,0
Tennessee,TN,2020-03-16,12,2020,220,0,0,0.0022,0
Alaska,AK,2020-03-16,12,2020,14,1,0,0.00014,0.00001
Kansas,KS,2020-03-16,12,2020,48,1,0,0.00048,0.00001
Arizona,AZ,2020-03-16,12,2020,92,1,0,0.00092,0.00001
Minnesota,MN,2020-03-16,12,2020,123,1,0,0.00123,0.00001
South Carolina,SC,2020-03-16,12,2020,154,1,0,0.00154,0.00001
Vermont,VT,2020-03-16,12,2020,32,2,0,0.00032,0.00002
Virginia,VA,2020-03-16,12,2020,123,2,0,0.00123,0.00002
Nevada,NV,2020-03-16,12,2020,143,2,0,0.00143,0.00002
Pennsylvania,PA,2020-03-16,12,2020,380,2,0,0.0038,0.00002
Kentucky,KY,2020-03-16,12,2020,107,3,0,0.00107,0.00003
Alabama,AL,2020-03-16,12,2020,134,3,0,0.00134,0.00003
Ohio,OH,2020-03-16,12,2020,242,3,0,0.00242,0.00003
Missouri,MO,2020-03-16,12,2020,387,3,0,0.00387,0.00003
Oregon,OR,2020-03-16,12,2020,113,4,0,0.00113,0.00004
Maryland,MD,2020-03-16,12,2020,164,4,0,0.00164,0.00004
Wisconsin,WI,2020-03-16,12,2020,262,4,0,0.00262,0.00004
Connecticut,CT,2020-03-16,12,2020,216,5,0,0.00216,0.00005
Colorado,CO,2020-03-16,12,2020,406,5,0,0.00406,0.00005
Oklahoma,OK,2020-03-16,12,2020,530,6,0,0.0053,0.00006
Illinois,IL,2020-03-16,12,2020,721,6,0,0.00721,0.00006
Massachusetts,MA,2020-03-16,12,2020,416,7,0,0.00416,0.00007
Texas,TX,2020-03-16,12,2020,213,11,0,0.00213,0.00011
